,BPD19H00_BB078_CD3-CD8+.fcs.density.fcs.cluster.fcs.anno.Rsave,BPD19H00_BB231_CD3-CD8+.fcs.density.fcs.cluster.fcs.anno.Rsave,BPD19H00_BC641_CD3-CD8+.fcs.density.fcs.cluster.fcs.anno.Rsave,BPD19H00_BD620_CD3-CD8+.fcs.density.fcs.cluster.fcs.anno.Rsave,PBD00H00_BB078_CD3-CD8+.fcs.density.fcs.cluster.fcs.anno.Rsave,PBD00H00_BB231_CD3-CD8+.fcs.density.fcs.cluster.fcs.anno.Rsave,PBD00H00_BD620_CD3-CD8+.fcs.density.fcs.cluster.fcs.anno.Rsave,PBD00H03_BB078_CD3-CD8+.fcs.density.fcs.cluster.fcs.anno.Rsave,PBD00H03_BB231_CD3-CD8+.fcs.density.fcs.cluster.fcs.anno.Rsave,PBD00H03_BC641_CD3-CD8+.fcs.density.fcs.cluster.fcs.anno.Rsave,PBD00H06_BB078_CD3-CD8+.fcs.density.fcs.cluster.fcs.anno.Rsave,PBD00H06_BB231_CD3-CD8+.fcs.density.fcs.cluster.fcs.anno.Rsave,PBD00H06_BC641_CD3-CD8+.fcs.density.fcs.cluster.fcs.anno.Rsave,PBD00H06_BD620_CD3-CD8+.fcs.density.fcs.cluster.fcs.anno.Rsave,PBD01H00_BB078_CD3-CD8+.fcs.density.fcs.cluster.fcs.anno.Rsave,PBD01H00_BB231_CD3-CD8+.fcs.density.fcs.cluster.fcs.anno.Rsave,PBD01H00_BC641_CD3-CD8+.fcs.density.fcs.cluster.fcs.anno.Rsave,PBD01H00_BD620_CD3-CD8+.fcs.density.fcs.cluster.fcs.anno.Rsave,PBD03H00_BB078_CD3-CD8+.fcs.density.fcs.cluster.fcs.anno.Rsave,PBD03H00_BB231_CD3-CD8+.fcs.density.fcs.cluster.fcs.anno.Rsave,PBD03H00_BD620_CD3-CD8+.fcs.density.fcs.cluster.fcs.anno.Rsave,PPD00H00_BB078_CD3-CD8+.fcs.density.fcs.cluster.fcs.anno.Rsave,PPD00H00_BB231_CD3-CD8+.fcs.density.fcs.cluster.fcs.anno.Rsave,PPD00H00_BD620_CD3-CD8+.fcs.density.fcs.cluster.fcs.anno.Rsave,PPD00H03_BB078_CD3-CD8+.fcs.density.fcs.cluster.fcs.anno.Rsave,PPD00H03_BB231_CD3-CD8+.fcs.density.fcs.cluster.fcs.anno.Rsave,PPD00H03_BC641_CD3-CD8+.fcs.density.fcs.cluster.fcs.anno.Rsave,PPD00H03_BD620_CD3-CD8+.fcs.density.fcs.cluster.fcs.anno.Rsave,PPD00H06_BB078_CD3-CD8+.fcs.density.fcs.cluster.fcs.anno.Rsave,PPD00H06_BB231_CD3-CD8+.fcs.density.fcs.cluster.fcs.anno.Rsave,PPD00H06_BC641_CD3-CD8+.fcs.density.fcs.cluster.fcs.anno.Rsave,PPD01H00_BB078_CD3-CD8+.fcs.density.fcs.cluster.fcs.anno.Rsave,PPD01H00_BB231_CD3-CD8+.fcs.density.fcs.cluster.fcs.anno.Rsave,PPD01H00_BC641_CD3-CD8+.fcs.density.fcs.cluster.fcs.anno.Rsave,PPD01H00_BD620_CD3-CD8+.fcs.density.fcs.cluster.fcs.anno.Rsave,PPD03H00_BB078_CD3-CD8+.fcs.density.fcs.cluster.fcs.anno.Rsave,PPD03H00_BB231_CD3-CD8+.fcs.density.fcs.cluster.fcs.anno.Rsave,PPD03H00_BC641_CD3-CD8+.fcs.density.fcs.cluster.fcs.anno.Rsave,PPD14H00_BB078_CD3-CD8+.fcs.density.fcs.cluster.fcs.anno.Rsave,PPD14H00_BB231_CD3-CD8+.fcs.density.fcs.cluster.fcs.anno.Rsave,PPD14H00_BC641_CD3-CD8+.fcs.density.fcs.cluster.fcs.anno.Rsave,PPD14H00_BD620_CD3-CD8+.fcs.density.fcs.cluster.fcs.anno.Rsave
count,2,83,45,11,0,12,9,0,30,6,0,4,3,11,1,23,8,13,0,20,10,5,17,211,4,33,31,36,2,9,4,2,77,0,27,11,413,65,29,338,85,153
mediansTime,12.5467583719888,12.5001248853287,12.5719219758026,12.5317049128431,NA,12.4710745175846,12.6172030090757,NA,11.6713656875551,12.3710320610998,NA,10.8958727557058,12.3416833748541,12.468073767161,12.8571063730029,11.3992146267776,12.4461073167185,11.7546190948245,NA,12.3135281391912,12.242625203398,12.3883908690026,12.2451433474555,12.3883525348067,12.0822248139458,12.4093742407915,11.8863163164465,12.2022325651768,11.5225656158666,12.4730340194019,12.370661574378,11.2282371949685,12.3717531719273,NA,12.4542209558492,12.3781788697121,12.4288353243377,11.7357521661568,11.7435862907079,12.328665397576,12.4659368644243,12.5025603345075
mediansCell_length,2.22727512475483,2.14211190823691,2.14211190823691,2.31243834127275,NA,1.96535752130212,2.2724413273866,NA,1.75322890111027,2.24993005097986,NA,1.64659052821592,1.81844645923207,1.9378792776645,1.75322890111027,1.81844645923207,1.96535752130212,2.04502820486763,NA,1.84915502181449,2.118412227749,2.14211190823691,2.0947125472611,2.35092571975091,1.96535752130212,1.9378792776645,2.04502820486763,2.14211190823691,2.06265051917574,1.9378792776645,1.873032333025,2.06987037606437,1.87986358439691,NA,2.14211190823691,2.04502820486763,1.9378792776645,2.04502820486763,1.99283576493974,1.81844645923207,1.99283576493974,2.0947125472611
mediansX.Rh103.Di,-0.0706970476723729,-0.106077995460466,-0.114519231563031,-0.147715168617406,NA,-0.128090353557575,-0.0504309483347603,NA,-0.0884914221002107,-0.08791156232799,NA,-0.107185055495514,-0.173340681647414,-0.114374305318491,-0.0303795901945848,-0.108446480374123,-0.0769118130618696,-0.110287423252219,NA,-0.0996858352008055,-0.10808750105505,-0.0962871952100294,-0.137176558231252,-0.0841518156034303,-0.0859942707916197,-0.103531877470782,-0.0816533937206523,-0.0869034542751455,-0.123768187625077,-0.125935228739976,-0.13541414212739,-0.164009796774678,-0.118113592494268,NA,-0.108615132865076,-0.152553419205355,-0.101790070718424,-0.123419890558471,-0.060275509988832,-0.100829155697826,-0.112717675468579,-0.103581772960625
mediansX.Xe131.Di,0.050441178111001,-0.0857961550640871,-0.0914746655043772,-0.0663427254330605,NA,-0.0945654311930491,-0.0984468684947376,NA,-0.0852617332917021,-0.0860374555596873,NA,-0.140724594366945,-0.140236985845535,-0.100183864471232,0.0546644792389596,-0.0643569472274608,-0.139287108427298,-0.0928982532765167,NA,-0.0894530804378741,-0.0716863171465287,-0.0320897189635456,-0.105909996649776,-0.0530444325893194,-0.0672665586218835,-0.0862227461729775,-0.0952087980186,-0.078576629698865,-0.0930151336045152,-0.124826877592778,-0.161149162471952,-0.0926739046477834,-0.0981629616673767,NA,-0.0940936944289315,-0.0994268502454723,-0.0903564221821869,-0.0778536505471907,-0.077618345355064,-0.0967635806786404,-0.0906451203282731,-0.0745285770580447
mediansX.Cs133.Di,-0.0789802146959863,-0.0787108494775522,-0.113908291497377,-0.0858781430068963,NA,-0.113746620903574,-0.085730183035697,NA,-0.063209242335387,-0.105209471208033,NA,-0.124190074846637,-0.0902874846973498,-0.0615444270248456,-0.135838498724892,-0.112271523537589,-0.0566430475149449,-0.10604692562566,NA,-0.0761017888072813,-0.141460309867802,-0.126391478407511,-0.0783558012063827,-0.0785787867695914,-0.116963600212432,-0.0758788729896273,-0.104643662872599,-0.0654926738474985,-0.108516694463146,-0.157959663391435,-0.154204672551174,0.219609810084915,-0.103543213065645,NA,-0.086167762612411,-0.125629411667734,-0.0949977216894695,-0.0865757179233639,-0.0737937839009239,-0.0884453305792318,-0.096925595591949,-0.0919926127030903
mediansX.La139.Di,0.702844838386605,-0.0565266059308448,-0.0321506392446746,-0.0185237989886706,NA,-0.0105767584304056,0.139379633049519,NA,-0.00266896347871226,-0.000621590037127941,NA,-0.12510376533738,0.0978204383638656,-0.018269154413408,0.00215341263727803,0.0751172409536316,-0.0200374984093618,-0.0177485475672446,NA,-0.0513620231921959,-0.0148765843848936,0.376666105456702,-0.0857291259599278,-0.0312255330558127,0.251763593711411,-0.0449518732441305,-0.084219714881841,-0.0382328333601423,-0.0150815373505011,-0.0472403901576406,-0.124094803725664,0.641169509921273,0.0825510404399768,NA,-0.0923428569736528,0.15088724029309,-0.0323630222809437,-0.0406249140730674,0.086774990193115,0.0142319058177466,-0.038969791211232,-0.0698731228908105
mediansX.Ce140.Di,-0.154687792582552,-0.0821692510376986,-0.104039760748563,-0.0735477720210886,NA,-0.0911730484133174,-0.101148679696578,NA,-0.0695388826542249,-0.0712198088481266,NA,-0.040171475096436,-0.0581557528523974,-0.0394823960821561,-0.195547705737878,-0.0792125504768204,-0.110125468651738,-0.103556576244655,NA,-0.118495126499439,-0.0446936958821525,-0.0322208826947638,-0.0489227231949726,-0.0753125788170806,0.0515867327468276,-0.0959396911682427,-0.11272918938284,-0.0964012964232974,-0.0734485054410135,-0.0961852845942698,-0.125062301292682,-0.093926389037468,-0.0800662472585416,NA,-0.10419517713232,-0.122040064976917,-0.0822387178662085,-0.0701237660106211,-0.103472638100417,-0.0898298610626556,-0.0835015499819861,-0.0889763329120725
mediansX.Pr141.Di_clust,0.399872416474192,0.322457853811187,0.150333180985606,0.997695086001042,NA,0.415601880636275,0.276401067251162,NA,0.180601639756094,0.775153602152137,NA,0.550808930271336,0.890527932207234,1.14207098777655,0.309118521359144,0.160056067374976,0.587619086546867,0.407043502205575,NA,0.238917004212122,0.35649620084469,-0.0112192713438401,0.275366678104196,0.582913820973407,-0.0273495085145818,0.31719775813946,0.356132249675158,0.387441632555547,1.11219133529573,0.334518703427131,0.367242490668748,0.986950791642938,0.0712847864509243,NA,-0.0359164797013576,0.112391015262757,0.140641709028386,0.147552200608846,0.132844732755495,0.0511386776163236,0.0915513949139847,0.253057626441272
mediansX.Nd142.Di_clust,0.222483271667503,-0.043681036154037,-0.023772398148293,0.229510905423519,NA,-0.0103890830629351,0.0822437374737641,NA,-0.048201085984304,0.251550977237642,NA,0.296475470557432,0.00292640506765487,0.148893528131552,0.0696128308961274,-0.0485639153152961,-0.05360841162025,0.0135383284965298,NA,-0.093288344681779,0.11352361112478,0.394817476807946,-0.145418577933423,0.189778506502945,-0.0871245016644889,-0.0593905529547997,-0.0252670730739568,-0.0212062177128083,0.114455592593941,-0.107625845244235,-0.0268016436185352,0.15541257816229,-0.0581259591776068,NA,-0.0906683481099545,-0.00953448348601868,-0.0342336481887291,-0.07401378557854,0.0750674505891434,-0.0445550962951975,-0.0189233035939416,0.039965542605807
