"name","BPD19H00_BB078_CD3-CD8+.fcs.density.fcs.cluster.fcs.anno.Rsave","BPD19H00_BB231_CD3-CD8+.fcs.density.fcs.cluster.fcs.anno.Rsave","BPD19H00_BC641_CD3-CD8+.fcs.density.fcs.cluster.fcs.anno.Rsave","BPD19H00_BD620_CD3-CD8+.fcs.density.fcs.cluster.fcs.anno.Rsave","PBD00H00_BB078_CD3-CD8+.fcs.density.fcs.cluster.fcs.anno.Rsave","PBD00H00_BB231_CD3-CD8+.fcs.density.fcs.cluster.fcs.anno.Rsave","PBD00H00_BD620_CD3-CD8+.fcs.density.fcs.cluster.fcs.anno.Rsave","PBD00H03_BB078_CD3-CD8+.fcs.density.fcs.cluster.fcs.anno.Rsave","PBD00H03_BB231_CD3-CD8+.fcs.density.fcs.cluster.fcs.anno.Rsave","PBD00H03_BC641_CD3-CD8+.fcs.density.fcs.cluster.fcs.anno.Rsave","PBD00H06_BB078_CD3-CD8+.fcs.density.fcs.cluster.fcs.anno.Rsave","PBD00H06_BB231_CD3-CD8+.fcs.density.fcs.cluster.fcs.anno.Rsave","PBD00H06_BC641_CD3-CD8+.fcs.density.fcs.cluster.fcs.anno.Rsave","PBD00H06_BD620_CD3-CD8+.fcs.density.fcs.cluster.fcs.anno.Rsave","PBD01H00_BB078_CD3-CD8+.fcs.density.fcs.cluster.fcs.anno.Rsave","PBD01H00_BB231_CD3-CD8+.fcs.density.fcs.cluster.fcs.anno.Rsave","PBD01H00_BC641_CD3-CD8+.fcs.density.fcs.cluster.fcs.anno.Rsave","PBD01H00_BD620_CD3-CD8+.fcs.density.fcs.cluster.fcs.anno.Rsave","PBD03H00_BB078_CD3-CD8+.fcs.density.fcs.cluster.fcs.anno.Rsave","PBD03H00_BB231_CD3-CD8+.fcs.density.fcs.cluster.fcs.anno.Rsave","PBD03H00_BD620_CD3-CD8+.fcs.density.fcs.cluster.fcs.anno.Rsave","PPD00H00_BB078_CD3-CD8+.fcs.density.fcs.cluster.fcs.anno.Rsave","PPD00H00_BB231_CD3-CD8+.fcs.density.fcs.cluster.fcs.anno.Rsave","PPD00H00_BD620_CD3-CD8+.fcs.density.fcs.cluster.fcs.anno.Rsave","PPD00H03_BB078_CD3-CD8+.fcs.density.fcs.cluster.fcs.anno.Rsave","PPD00H03_BB231_CD3-CD8+.fcs.density.fcs.cluster.fcs.anno.Rsave","PPD00H03_BC641_CD3-CD8+.fcs.density.fcs.cluster.fcs.anno.Rsave","PPD00H03_BD620_CD3-CD8+.fcs.density.fcs.cluster.fcs.anno.Rsave","PPD00H06_BB078_CD3-CD8+.fcs.density.fcs.cluster.fcs.anno.Rsave","PPD00H06_BB231_CD3-CD8+.fcs.density.fcs.cluster.fcs.anno.Rsave","PPD00H06_BC641_CD3-CD8+.fcs.density.fcs.cluster.fcs.anno.Rsave","PPD01H00_BB078_CD3-CD8+.fcs.density.fcs.cluster.fcs.anno.Rsave","PPD01H00_BB231_CD3-CD8+.fcs.density.fcs.cluster.fcs.anno.Rsave","PPD01H00_BC641_CD3-CD8+.fcs.density.fcs.cluster.fcs.anno.Rsave","PPD01H00_BD620_CD3-CD8+.fcs.density.fcs.cluster.fcs.anno.Rsave","PPD03H00_BB078_CD3-CD8+.fcs.density.fcs.cluster.fcs.anno.Rsave","PPD03H00_BB231_CD3-CD8+.fcs.density.fcs.cluster.fcs.anno.Rsave","PPD03H00_BC641_CD3-CD8+.fcs.density.fcs.cluster.fcs.anno.Rsave","PPD14H00_BB078_CD3-CD8+.fcs.density.fcs.cluster.fcs.anno.Rsave","PPD14H00_BB231_CD3-CD8+.fcs.density.fcs.cluster.fcs.anno.Rsave","PPD14H00_BC641_CD3-CD8+.fcs.density.fcs.cluster.fcs.anno.Rsave","PPD14H00_BD620_CD3-CD8+.fcs.density.fcs.cluster.fcs.anno.Rsave"
1,1.51796478771477,1.03203468353021,1.55511301108541,0.53049297397157,1.77115820998129,0.219609178640012,0.732124573974579,1.48839433692266,2.23189235511357,1.38048799456023,NA,NA,NA,NA,1.33563589508418,1.38006748409121,1.69259555237186,1.47740007102736,1.39763293145275,-0.139170569109018,0.128424159004197,0.925823940835603,NA,NA,1.50211679643735,NA,NA,-0.171800692856872,1.547787681561,NA,NA,1.1901939567274,1.26882025174234,1.93173878510002,1.04637190623188,1.48367520094158,2.24539990856781,NA,1.17451324612026,NA,1.47979808434305,0.886884530703585
2,1.49777930659012,0.877799408586438,1.7897371075399,0.0679495474863744,1.3984046191677,0.425112875788148,0.535618333790747,0.834964035674264,0.130696301504446,0.231779594775931,-0.0344341502927926,0.121543916658413,0.416187284771705,-0.0655257685872336,1.13885566385839,0.871306574840483,1.42893482388926,0.582053155384497,1.14633613566431,0.0735496682781246,0.765679240411778,0.762352623371863,0.246800587658103,0.166384883322544,0.53171187161454,0.872940414991208,1.00079501719557,0.0150379622504498,0.665556910894216,0.103084497459189,1.39603235696433,1.57955391230592,1.00942768315457,NA,0.770321811130643,1.27558800726336,0.623162239133465,1.53072580376401,1.22126573470444,0.680338837910354,1.51104146930505,1.00303993709778
3,-0.0703125649246195,-0.0889885095862302,-0.0784918474636346,-0.0662471832846304,-0.0531204763223078,-0.0910158567232713,-0.0811546244977149,-0.0587571050764617,-0.0897015983274298,-0.0573350505331731,-0.12124175674259,-0.107736310178968,-0.0643502226303238,-0.114783978622771,-0.0724889419060697,-0.0866963480144636,-0.0841000356101504,-0.0743627458034318,-0.0565814498428501,-0.0837997986870562,-0.0783854293099688,-0.060020208966697,-0.0789801521388371,-0.0553477568761625,-0.0451753157396055,-0.0958900900172005,-0.0733665644681556,-0.113910458950438,-0.0225940843431334,-0.0264655658296597,-0.0171421849404723,-0.0677906025369977,-0.0857551785346756,-0.105575501265381,-0.0726270111673707,-0.0607244587914167,-0.085256193758158,-0.0829313209504846,-0.0667364154444562,-0.082789268602686,-0.0845587303198662,-0.0738838111975963
4,0.330203521942267,0.25194025264822,0.224716046537376,0.252376838606523,0.193502015208391,0.161351240895065,0.18717382919787,0.326093134117376,0.0770861099413298,0.368606192994019,0.192780798393188,0.0836452137336294,0.308207017365623,0.0946301481816322,0.277407073672154,0.36189981724896,0.549218690630682,0.414895079286588,0.479988726479452,0.43485496361398,0.385261884897112,0.100562133956012,0.135388066240087,0.123484474143105,0.237265414754981,0.310417998331474,0.181092082860391,0.22618656565917,0.138858836878583,0.0383285892729493,0.129107429625169,0.418179300958722,-0.109742137226093,0.284902769504235,0.446499566234395,0.385117317866517,0.130275257358841,0.318248009619175,0.441262138414479,0.159204246659269,0.709018249195318,0.20767974425358
5,-0.0694516681888731,-0.0724495677976108,-0.0830363309992607,-0.061228938651646,-0.0721189539850575,-0.0852236012069506,-0.0715007972763987,-0.0723044247740727,-0.0834233708040423,-0.0604056402946582,-0.0530283262302006,-0.0956675245285939,-0.0944518922147615,-0.074141712899857,-0.0604983329240104,-0.0993513259421279,-0.070737182131625,-0.101791754758303,-0.0623262663405881,-0.0892304729846856,-0.0633097194451369,-0.0184907508928775,-0.0997963880618243,-0.0610080986804691,-0.0922637412505298,-0.082770587029853,-0.103771608849214,-0.114160624458473,-0.0328474339726663,-0.0564497134805028,-0.114533459397225,-0.0183094940504738,-0.0673621000366211,-0.0635826821673855,-0.0474370721104852,-0.0107610185880874,-0.0901496974891232,-0.108669362680059,-0.00100609577982722,-0.0736633218020446,-0.0897217021267505,-0.0616960415488492
6,-0.00299353711243723,-0.0119249602083838,0.00451464572249682,-0.0430099253507628,-0.0188755045768486,-0.0612906574954355,-0.0323085860883465,0.0239575549314073,-0.00356596368496765,0.00977250527003052,-0.021531189063269,0.0961363698840644,-0.127337293040288,-0.0945553632771818,-0.0182908856161839,0.156870292006615,0.0684211336395633,-0.0288233124942237,0.017092369120808,-0.0255650358159735,-0.0573940687117099,0.000243590746459914,-0.00455661478383196,-0.0304067156598963,-0.024532129979487,-0.0663321628977175,-0.0922081191087219,-0.0351179649895293,-0.022714866842917,0.177161203794254,0.0337146601563468,-0.0463701114806504,-0.121854869265291,-0.1143110022243,-0.0730877038171308,-0.00362800054231717,-0.0709534598900675,-0.0899849388177996,-0.0434390503772262,-0.0179903956023661,0.0130438384015287,-0.0469299825158587
7,1.05997548590278,0.757893959909806,0.883720189174465,1.18900415730213,1.28062115143183,0.746031253689018,0.417206622915286,1.3382047053072,0.8763802829661,1.54222531327582,0.424895390602743,0.0196678892340411,-0.133952957190026,0.0947206453398014,1.01020615420256,1.11577887478552,0.324606711335011,NA,1.09988352167359,0.544615647963598,0.772487761543396,0.838382440259674,0.426542368634182,0.527753401352082,0.703383624853222,0.815971983262882,1.2484166281008,0.115813805479288,0.984756039710787,0.865995190216131,0.454546224393237,1.40939957802524,0.327677562253208,NA,0.438049003461408,1.12517311876588,0.709875524119201,0.329750519803087,1.14569182378905,1.14667755090015,NA,0.202981702850805
8,0.27915182423256,0.0959022411343313,0.175490677606511,0.0509244667671805,0.162339784606743,0.0681192782236636,0.103454828275004,0.170717988547412,0.0136097075711556,0.185407799390283,0.0913354032518014,0.00145183145288131,0.104819686643775,0.0529830864496487,0.193546257185696,0.165621659962301,0.285853886306977,0.269634390954611,0.295597597882924,0.179651973834064,0.346401730775983,0.207375087444785,0.11066043010621,0.181931939634308,0.145834869372581,0.0473871920903591,0.109089986764568,0.107022578476638,0.110084237839906,0.0447305304467574,0.0878842777113381,0.228871454523224,0.0081365209095035,0.172965677670915,0.172428862275022,0.179499986300274,0.0749754297561973,0.0892590850177519,0.169607047082774,0.016437071985474,0.107675859536234,0.0231565358217732
9,0.228761509801381,0.188101960938945,0.162989450264001,0.164173427304805,0.187917612584711,0.102119591515459,0.130902477183064,0.226144608753643,0.0507722426040994,0.267667325191727,0.129324244920827,0.0321007609967428,0.156514167311079,0.14990300672165,0.193240616615695,0.169640809041757,0.279660576970039,0.283600581353728,0.264557860708397,0.219149940089812,0.202862196829078,0.061275717564004,0.0742470330261659,0.118250924270246,0.177166867496571,0.0575746463654104,0.0849630951095071,0.118807978145274,0.150547500840577,0.0751419607277215,0.0496426528539233,0.218672756937001,0.196308713528872,0.0922502168558656,0.146597155955548,0.178478717360704,-0.0383664770724108,-0.0219117481431713,0.149403119558856,0.0779891436503488,0.225005370078381,0.0188668609065315
10,-0.0606781657303598,-0.0779912887503529,-0.0858244423082817,-0.0465446138429562,-0.0363132295370257,-0.0781191666913096,-0.13088661537375,-0.0592788153682098,-0.0618297868148439,-0.0496669400349578,-0.0667754892422197,-0.0731862716608747,-0.0913189495094549,-0.0793523249224626,-0.0869455488021514,-0.0252741727003349,-0.0814733651930072,-0.0542872886624076,-0.090334934921476,-0.0682538208395722,-0.0952622517086586,-0.00955549515530044,-0.085165839477639,-0.040248360205521,-0.0158173879571602,-0.102549819301919,-0.0993358248801113,-0.027262898494618,NA,-0.0991671289316755,-0.139826554827502,-0.0606713309167489,-0.0594476140441124,-0.0671097303395038,-0.0787469954003421,-0.046010964689085,-0.087155263701113,-0.113592690436867,-0.0395675768374336,-0.0546456754925593,-0.0782434988179147,-0.0701868690670884
