"name","BPD19H00_BB078_CD3-CD8+.fcs.density.fcs.cluster.fcs.anno.Rsave","BPD19H00_BB231_CD3-CD8+.fcs.density.fcs.cluster.fcs.anno.Rsave","BPD19H00_BC641_CD3-CD8+.fcs.density.fcs.cluster.fcs.anno.Rsave","BPD19H00_BD620_CD3-CD8+.fcs.density.fcs.cluster.fcs.anno.Rsave","PBD00H00_BB078_CD3-CD8+.fcs.density.fcs.cluster.fcs.anno.Rsave","PBD00H00_BB231_CD3-CD8+.fcs.density.fcs.cluster.fcs.anno.Rsave","PBD00H00_BD620_CD3-CD8+.fcs.density.fcs.cluster.fcs.anno.Rsave","PBD00H03_BB078_CD3-CD8+.fcs.density.fcs.cluster.fcs.anno.Rsave","PBD00H03_BB231_CD3-CD8+.fcs.density.fcs.cluster.fcs.anno.Rsave","PBD00H03_BC641_CD3-CD8+.fcs.density.fcs.cluster.fcs.anno.Rsave","PBD00H06_BB078_CD3-CD8+.fcs.density.fcs.cluster.fcs.anno.Rsave","PBD00H06_BB231_CD3-CD8+.fcs.density.fcs.cluster.fcs.anno.Rsave","PBD00H06_BC641_CD3-CD8+.fcs.density.fcs.cluster.fcs.anno.Rsave","PBD00H06_BD620_CD3-CD8+.fcs.density.fcs.cluster.fcs.anno.Rsave","PBD01H00_BB078_CD3-CD8+.fcs.density.fcs.cluster.fcs.anno.Rsave","PBD01H00_BB231_CD3-CD8+.fcs.density.fcs.cluster.fcs.anno.Rsave","PBD01H00_BC641_CD3-CD8+.fcs.density.fcs.cluster.fcs.anno.Rsave","PBD01H00_BD620_CD3-CD8+.fcs.density.fcs.cluster.fcs.anno.Rsave","PBD03H00_BB078_CD3-CD8+.fcs.density.fcs.cluster.fcs.anno.Rsave","PBD03H00_BB231_CD3-CD8+.fcs.density.fcs.cluster.fcs.anno.Rsave","PBD03H00_BD620_CD3-CD8+.fcs.density.fcs.cluster.fcs.anno.Rsave","PPD00H00_BB078_CD3-CD8+.fcs.density.fcs.cluster.fcs.anno.Rsave","PPD00H00_BB231_CD3-CD8+.fcs.density.fcs.cluster.fcs.anno.Rsave","PPD00H00_BD620_CD3-CD8+.fcs.density.fcs.cluster.fcs.anno.Rsave","PPD00H03_BB078_CD3-CD8+.fcs.density.fcs.cluster.fcs.anno.Rsave","PPD00H03_BB231_CD3-CD8+.fcs.density.fcs.cluster.fcs.anno.Rsave","PPD00H03_BC641_CD3-CD8+.fcs.density.fcs.cluster.fcs.anno.Rsave","PPD00H03_BD620_CD3-CD8+.fcs.density.fcs.cluster.fcs.anno.Rsave","PPD00H06_BB078_CD3-CD8+.fcs.density.fcs.cluster.fcs.anno.Rsave","PPD00H06_BB231_CD3-CD8+.fcs.density.fcs.cluster.fcs.anno.Rsave","PPD00H06_BC641_CD3-CD8+.fcs.density.fcs.cluster.fcs.anno.Rsave","PPD01H00_BB078_CD3-CD8+.fcs.density.fcs.cluster.fcs.anno.Rsave","PPD01H00_BB231_CD3-CD8+.fcs.density.fcs.cluster.fcs.anno.Rsave","PPD01H00_BC641_CD3-CD8+.fcs.density.fcs.cluster.fcs.anno.Rsave","PPD01H00_BD620_CD3-CD8+.fcs.density.fcs.cluster.fcs.anno.Rsave","PPD03H00_BB078_CD3-CD8+.fcs.density.fcs.cluster.fcs.anno.Rsave","PPD03H00_BB231_CD3-CD8+.fcs.density.fcs.cluster.fcs.anno.Rsave","PPD03H00_BC641_CD3-CD8+.fcs.density.fcs.cluster.fcs.anno.Rsave","PPD14H00_BB078_CD3-CD8+.fcs.density.fcs.cluster.fcs.anno.Rsave","PPD14H00_BB231_CD3-CD8+.fcs.density.fcs.cluster.fcs.anno.Rsave","PPD14H00_BC641_CD3-CD8+.fcs.density.fcs.cluster.fcs.anno.Rsave","PPD14H00_BD620_CD3-CD8+.fcs.density.fcs.cluster.fcs.anno.Rsave"
1,1.07638108730316,1.03404027223587,0.95526647567749,1.03244596719742,1.07216757535934,1.04372602701187,1.05596351623535,1.08349049091339,1.04555249214172,1.07632994651794,1.07930105924606,2.07743692398071,1.07337772846222,1.015789270401,1.05070114135742,1.0762979388237,1.09705221652985,1.01211071014404,1.06789577007294,1.03692150115967,1.04364562034607,1.94227653741837,0.926281124353409,2.04296600818634,1.03569263219833,NA,NA,1.00369256734848,1.05084717273712,0.937040537595749,NA,1.97711145877838,NA,NA,NA,1.0524610877037,2.01864409446716,NA,1.02792349457741,1.9393755197525,1.02475106716156,NA
2,1.07793140411377,1.05132973194122,1.06753069162369,1.04301035404205,1.08082830905914,1.0257488489151,1.08148503303528,1.90733498334885,1.05273061990738,1.05179822444916,1.49589198827744,0.913240969181061,1.41602483391762,1.05005896091461,1.06749558448792,1.02828502655029,1.03256094455719,1.01804175972939,1.09081321954727,1.05280995368958,1.06051880121231,1.93520355224609,1.0661278963089,1.07234597206116,1.935142993927,NA,1.05732321739197,1.09126889705658,1.06804692745209,1.01143538951874,1.54720032215118,1.07043308019638,0.927266359329224,NA,1.01330554485321,1.04790133237839,1.0535923242569,1.0496152639389,1.061787545681,1.07396453619003,1.02875983715057,1.04976576566696
3,1.09011292457581,1.05069088935852,1.0545409321785,1.0369416475296,1.08468413352966,1.06480479240417,1.95029067993164,1.92670619487762,1.07838982343674,1.08169162273407,1.93278729915619,1.04217422008514,1.03013586997986,1.94117760658264,1.07521569728851,1.02892339229584,1.07078725099564,1.08138477802277,1.09405815601349,1.05034124851227,1.08754169940948,1.90283161401749,1.04538631439209,1.03874319791794,1.07258677482605,1.06655335426331,1.06007969379425,0.977930009365082,1.03249323368073,1.0819239616394,1.05957984924316,1.08341300487518,1.03723335266113,1.05663520097733,1.04306387901306,1.07333046197891,1.06751954555511,1.03639483451843,1.07830536365509,1.04032361507416,1.05893409252167,1.09866452217102
4,1.94559323787689,1.03196561336517,1.07469463348389,1.92221957445145,1.93972229957581,1.06932520866394,1.9241259098053,1.94262182712555,1.90160870552063,1.91184967756271,1.07411938905716,1.04090869426727,1.90211510658264,1.91867780685425,1.9027379155159,1.07261818647385,1.94392621517181,1.93613529205322,1.93790411949158,1.07437127828598,1.49628937244415,1.93365168571472,1.07228720188141,1.95389008522034,1.90170758962631,1.05320805311203,1.03956294059753,1.0628188252449,1.09358906745911,1.07070505619049,1.03704768419266,1.92829775810242,1.01435080170631,1.91654163599014,1.07562428712845,1.91862630844116,1.07170003652573,1.03262829780579,1.90092813968658,1.92055666446686,1.07837891578674,1.94780850410461
5,1.08531206846237,1.0777667760849,1.07048481702805,1.09277784824371,1.07490420341492,1.07113170623779,1.08007025718689,1.07977271080017,1.05296277999878,1.02844685316086,1.03914016485214,1.02426677942276,1.96423065662384,1.0881974697113,1.05194878578186,1.94278299808502,1.06913954019547,1.96961855888367,1.0684779882431,1.09923648834229,1.08535712957382,1.90306746959686,1.02668380737305,1.90096485614777,1.0769294500351,1.48714262247086,0.992720901966095,1.06408894062042,1.02099287509918,1.05102789402008,0.963288843631744,1.0883606672287,1.04615890979767,1.07197880744934,1.08902961015701,1.05150252580643,1.90765297412872,1.55920028686523,1.08594685792923,1.06844782829285,1.49196714162827,1.91540801525116
6,1.90302419662476,1.05613338947296,1.05370604991913,1.07194137573242,1.91243267059326,1.91639071702957,1.52689832448959,1.94566929340363,1.08369582891464,1.94605648517609,1.00186383724213,2.08469486236572,1.08474445343018,1.04625236988068,1.07984668016434,1.04754018783569,1.9085585474968,1.01583224534988,1.0844886302948,1.98935508728027,1.09453785419464,1.90410715341568,1.06904339790344,1.08562612533569,1.09295374155045,1.51115614175797,1.97562205791473,2.01136541366577,1.09871363639832,1.99028885364532,1.47251960635185,1.06699293851852,1.03509598970413,0.924834638834,1.07459354400635,1.06279611587524,1.05904197692871,1.04851245880127,1.07342559099197,1.03702390193939,1.03989106416702,1.06663554906845
7,1.91953325271606,1.04398310184479,1.08792388439178,1.93764388561249,2.00925922393799,1.9396151304245,2.07162714004517,1.97108399868011,1.90943193435669,1.96461415290833,1.49508810043335,1.94742226600647,1.91932785511017,1.50512731075287,1.95317375659943,1.92414212226868,1.94433796405792,1.96222972869873,2.0534747838974,1.09453421831131,1.92738854885101,1.90474677085876,1.07500731945038,1.91113036870956,1.90349262952805,1.08281749486923,1.06971162557602,1.06599974632263,1.91059935092926,1.04798686504364,1.05824172496796,1.0775083899498,1.05072379112244,1.0938675403595,1.08961051702499,1.90163922309875,1.06364297866821,1.05027657747269,1.08173936605453,1.04557228088379,1.06004130840302,1.92813873291016
8,1.08799922466278,1.06025260686874,1.04006189107895,1.91586577892303,1.09076029062271,1.05401527881622,1.91373467445374,1.9307969212532,1.04656791687012,1.91877555847168,0.995927333831787,1.00411581993103,1.98645067214966,1.92107450962067,1.08073437213898,1.03135386109352,1.04382288455963,1.95281410217285,1.08920848369598,1.0454306602478,1.91726332902908,1.91810095310211,1.08278077840805,1.09480518102646,1.4919701218605,0.959328949451447,1.4393598139286,1.95242786407471,1.0427959561348,1.05942058563232,NA,1.06768643856049,1.0766042470932,1.05415189266205,1.08005529642105,1.07029891014099,0.96028408408165,1.05639445781708,1.06215858459473,1.0007039308548,1.06118524074554,1.06987404823303
9,1.09064429998398,1.02162557840347,1.04968822002411,1.05588006973267,1.09115773439407,1.03797441720963,1.07952356338501,1.08653879165649,1.02530264854431,1.06249815225601,1.06230998039246,1.03944444656372,1.06527197360992,1.07943278551102,1.06660979986191,1.07012808322906,1.90715253353119,1.08712959289551,1.07131743431091,1.05753207206726,1.05287212133408,1.94528150558472,1.93764793872833,1.97311627864838,1.04738318920135,1.02445045113564,1.06460911035538,1.01151943206787,1.05948102474213,1.02953124046326,1.0961936712265,1.07622385025024,1.50282463431358,1.03488993644714,1.04650819301605,1.0382673740387,1.92893671989441,1.03969973325729,1.03761541843414,1.92548388242722,1.97976732254028,1.94656300544739
10,1.91415929794312,1.93083870410919,1.91674494743347,1.97795933485031,1.49976962804794,1.07890939712524,1.90859216451645,1.97499561309814,1.05977767705917,1.90090894699097,1.06989753246307,1.03344237804413,1.08233731985092,1.4983806014061,1.95284521579742,1.06120389699936,1.01574099063873,1.50968658924103,1.93993765115738,1.90378224849701,1.95298779010773,1.91871500015259,1.0542801618576,1.91728508472443,1.96502196788788,0.988346517086029,1.06576228141785,1.97642183303833,1.93243491649628,1.05651360750198,1.92605459690094,1.94245356321335,1.05436313152313,1.99421954154968,2.00202006101608,1.92396682500839,1.08744335174561,1.0746260881424,1.90430599451065,1.05890595912933,1.96323215961456,1.92632722854614
