"(Pr141)Di" "(Nd142)Di" "(Nd143)Di" "(Nd144)Di" "(Nd145)Di" "(Nd146)Di" "(Sm147)Di" "(Nd148)Di" "(Sm149)Di" "(Nd150)Di" "(Sm152)Di" "(Eu153)Di" "(Sm154)Di" "(Gd155)Di" "(Gd156)Di" "(Tb159)Di" "(Gd160)Di" "(Dy161)Di" "(Dy162)Di" "(Dy164)Di" "(Ho165)Di" "(Er166)Di" "(Er167)Di" "(Er168)Di" "(Tm169)Di" "(Er170)Di" "(Yb171)Di" "(Yb172)Di" "(Yb174)Di" "(Lu175)Di" "(Lu176)Di"
3.66296907964263 0.541668419531413 0.318700708652676 0.695770793182269 1.21424524748872 1.80685052806833 0.320751810987062 0.275251524874953 0.752003138841432 1.48810250179111 0.492348145414164 1.84044623170552 0.382676584240842 0.219123308905177 0.169922972885096 0.0485801318800321 0.0916318526854848 0.818106510600787 0.958441540159251 0.832894695721297 0.644137607791 1.35424404781873 0.458198494034707 0.398190252730616 0.616570317912042 0.818674351502968 2.12640422397554 0.343263717573647 0.348065240285564 1.91760331901588 0.482376826532495
1.10362778977261 2.55767926699015 0.235692066654192 3.29477996164032 1.12375971121335 1.90196435589758 0.133662243619253 0.171425358795049 2.05276603404462 0.622487859846455 0.0583122711499232 1.49800977727683 0.123879581063647 -0.00955195040678934 0.0501183728756644 -0.0293530321417713 0.376066872745684 0.0778750494296896 0.351187921938632 0.061470653182628 0.321744088499766 0.615752721164213 0.134275951929784 2.10931349262096 1.20388488031523 3.34002960617654 1.14888541826211 0.129168838361146 0.0653235237788904 0.601849026477103 0.313022409862691
0.392734675410593 0.106001282904496 0.791801629097751 0.631550928982956 2.64886136603862 2.27502509200521 0.114696006478815 0.112746509074073 0.298146468273771 0.0695909033359355 0.019610884418707 1.95713431263172 2.26179651967191 0.0727365449803966 -0.0116702517118876 -0.0150949245371726 0.0330730846092367 1.41001910782779 0.18925218450963 0.0218738781967436 0.0662058685163492 0.110963552472874 -0.0443429807366231 0.37999977454572 0.18226490197751 0.039581661819784 0.594503895168587 0.0440143050139756 -0.0189883499573099 0.238005641666237 0.223391692656381
0.155460563553117 0.0323346886876391 0.12018112163802 1.18588357451609 2.15631717765699 2.34321110647318 0.0666787579434413 0.826512969961918 0.841019169028482 0.0808406093590991 -0.00312934627777864 2.06060508287569 0.457022085715745 0.505770703658075 -0.0251691845194698 -0.0602215461555068 0.0605678078703327 0.549521750292458 0.326333568831099 0.170201088464909 0.0804988151598671 0.0496833303533713 0.70279589863787 0.548419211786264 0.401183885943622 0.0254588346835376 0.424180694855851 0.62802229817674 0.0332250919785029 0.289309262623263 0.177767546050539
0.65538756206435 0.0436978768859004 0.722906193132698 1.62723790699208 2.31597400088341 2.24187376363502 0.0509077573474383 0.522780417864945 0.609618508034282 0.171869270983184 0.0630271222884781 1.90022160450999 2.34863683200133 0.124002608371897 -0.0294534456638673 -0.00588257247391654 0.134303830739593 0.864196787707197 0.186780151213061 0.0594303157764409 0.0537705714390806 0.130091371433973 -0.0320234808374195 0.605074567563204 0.551556100493657 0.0224970289843761 0.493743556813026 0.0951820583129489 -0.0159869135628903 0.219788282995832 0.179583170180629
0.399239358061474 0.0939209065541257 0.176214583954564 2.48335872139055 2.61957227684207 2.49652975543838 0.109365594486877 2.32347736142535 0.757844944069362 0.22366047555906 0.0434879537830754 3.23326019615709 0.342597369893533 2.28326568558112 0.0591370930188212 -0.0605811064269775 0.113068916813169 1.02465562465804 0.526299446480227 0.776992066707404 0.164637836235032 0.263069190159155 1.57933882848329 1.06795336083488 0.657340133651543 0.0845893835483944 1.11736996685406 0.640803904322911 0.110320864501769 0.635658535628074 0.270776925935388
0.235609069775708 0.0969783276493305 0.814184059348054 0.736539193051947 2.62493362879078 2.4929844651732 0.0707552182190953 0.215046967966009 0.378010538884494 0.054769942160484 0.0689157934033076 2.40817862280676 2.51618574083044 0.0781611561177267 0.00417341944316792 0.0080392645692626 0.0573919823179989 0.660101498352163 0.213666457931606 0.0469201527852095 0.0566713809372039 0.0846433172208135 -0.0437915674157585 0.290202498462381 0.243612470723815 0.0810283735970595 1.01221873685422 0.118258131585926 0.0357336469925502 0.229085017934676 0.19075042739567
1.02248918422287 0.22518820065722 0.312657010015675 1.75911834017951 2.1475396059562 2.28357711498132 0.277518870979069 2.07731315388053 4.54630169782142 0.743392419569052 0.0539476263254082 1.23684723468229 0.953027204660587 0.725604727125634 0.0416752074729794 -0.0825448076557596 0.119126978501597 0.664827977623563 0.399677180335777 0.269771103076401 0.540368570968413 0.258493405117631 0.361140273013839 1.10210736314861 0.590282335386509 0.0692208866069672 0.906748054063134 1.03816430506653 -0.0181692095897681 0.420091765644883 0.233721810357287
0.791105166316917 0.159647656276759 0.25035812934199 3.0718484483196 2.45932867867413 2.49036641357815 0.156182610011563 3.57063001587312 1.07834865805359 0.313410852220773 0.0162178933372666 2.448435835982 0.211226178987585 3.11770440722067 0.136020787720126 -0.0725070646073473 0.220082977863115 1.32061403838265 1.36391287560507 0.562724765677822 0.248770093307238 0.397921285994277 1.49331113329726 2.11300109561016 1.20170602195005 0.129242291110537 1.27512397963494 0.99159774067599 0.11651906201969 0.43229903416797 0.232281693533092
0.214922127955021 0.0822730472113926 0.109510522870862 1.84196977962854 2.47204667359707 2.419398301621 0.118023688592633 1.32873905211208 1.13408111816837 0.148690765742928 -0.00871636525154064 2.40850536439286 0.346703968894196 2.21241276686296 0.0580711102716979 -0.0589793556329352 0.082175015731222 0.848220253906849 0.437546112788254 0.346754576874151 0.17565825112637 0.193685297686967 1.15868735965048 0.870471184473401 0.558541557743133 0.0448670213064246 0.863773844987279 0.741135623926488 0.0883408318150721 0.554024408054452 0.243260463961937
3.64756385249492 0.46040220512009 0.416002326287595 0.644644323075351 1.31014836609302 1.84674368234146 0.17126718332172 0.232204515458068 0.851044712398645 1.74896631709514 0.627537252688993 1.76912219378801 0.572446538438873 0.340758926290064 0.111939744182576 0.00172307406405093 0.28822510179209 1.21998471990127 1.15968127212033 0.98415071751853 0.664778233451499 1.70495241472263 0.752443967251892 0.355119587165833 0.661390171348321 1.20656410493411 0.833355306716393 0.224893908678103 0.527880539019273 2.03284090254349 0.538656814454035
1.24900309074452 0.088421960850622 0.191866754172765 0.223975837326052 1.17340154364195 0.923578929406534 0.0987835187697601 0.176809918245681 0.764522641966701 0.766387131384985 0.202723113472077 0.724049555949664 0.186432777423713 0.123325177121543 0.0648339187654435 -0.0564167388843259 0.0593984991790741 0.440359461072338 0.471839933394386 0.490424552292628 0.437519486039929 0.679020626138423 0.172978957765261 0.176860584559995 0.347844313767035 0.774392729913932 0.782713657496853 0.13485393208186 0.191934299374781 0.774145865588172 0.306008025544571
0.626865545714746 0.0962321076479508 0.899252002818252 1.2553022331757 2.46980861144273 2.14825069404147 0.14637635584344 0.140705022072035 1.69350435425442 0.388385719214617 0.018560665768469 0.637373914531025 1.82240405750103 1.95316532143655 0.0682591438101358 0.0100239326786606 0.0217887297908576 0.884736405306113 0.27551691945119 0.0485468118881326 0.196201618274505 0.544899513686738 0.0451705778004903 3.36826222318678 1.80583669219224 0.124236943691504 0.530871267406979 0.0555606624196507 0.0449785433376228 0.511405402555875 0.230081148359062
0.712374166121984 0.167125829373003 0.291760965844877 2.42025331633663 2.01834595543735 2.31158427383847 0.106073877202866 1.62990882370553 1.63949329514508 0.397696075720034 0.0306802818039628 1.36054723396545 0.990768074391756 0.747858595581867 0.0717073689750472 -0.0302711767042956 0.18761862144837 1.24514111595972 0.537048903694959 0.15172300181889 0.155546382733003 0.36328715832613 0.389324770379308 2.46834027654894 1.3138533142172 0.146318601001482 1.07058014741205 0.83782042111456 0.0722289262463165 0.357695284907406 0.214061885537338
