-39850	-40004
-16473	-34680
-3580	-37531
-39377	-40108
-37012	-40292
-39063	-40332
-36216	-39614
-32756	-33134
-35888	-40416
-35471	-38140
-32981	-32992
-40205	-40520
-39176	-40613
-2897	-41710
-16402	-17401
-16626	-16755
-12447	-17161
-32754	-38494
-38661	-40698
-1812	-40437
-32929	-40015
-2232	-34939
-10208	-24163
-27511	-38273
-37866	-40601
-38662	-39266
-39518	-39572
-10041	-35359
-35510	-35611
-3272	-40364
-9972	-12466
-33148	-39345
-29591	-39949
-37294	-40187
-31392	-31399
-16854	-27505
-35603	-41240
-32922	-35092
-32587	-34965
-35469	-38897
-39201	-40275
-39388	-40423
-17774	-25157
-39990	-40644
-31416	-31735
-36434	-38261
-32778	-37602
-36018	-37044
-5652	-6091
-6253	-12007
-9715	-28294
-19364	-38763
-35898	-39935
-2340	-33142
-12351	-24699
-3134	-32995
-35319	-38465
-3188	-40730
-39846	-39984
-22081	-40742
-33005	-39759
-16548	-17464
-35174	-40571
-6183	-9948
-2347	-39457
-3116	-37776
-1111	-1918
-29263	-31396
-3183	-34075
-40255	-40616
-35002	-37585
-29384	-38806
-9408	-23937
-9077	-13099
-3257	-38469
-36022	-37453
-1956	-3820
-2614	-32446
-3685	-33036
-40417	-40523
-11968	-17584
-36577	-40242
-19902	-39689
-33070	-39881
-3798	-41105
-35300	-35863
-3159	-39651
-33001	-35564
-33096	-40190
-35805	-40044
-36809	-36982
-18608	-38121
-33147	-37833
-38381	5
-35029	-37741
-40150	-40489
-33030	-34150
-33206	-38977
-17769	-18043
-15927	-38323
-33151	-40721
-35976	-38856
-3751	-40425
-40487	-41760
-39354	-39885
-32812	-40117
-33135	-39605
-1156	-3360
-35458	-39781
-3527	-32759
-35765	-37722
-16728	-25083
-34787	-35766
-31122	-31419
-2302	-40478
-3506	-39754
-38773	1
-17254	-29192
-2874	-3407
-40219	-40404
-35598	37
-35531	-38888
-40403	-40483
-3023	-6049
-35089	-35512
-37964	-39758
-17243	-41590
-20352	-40667
-12067	-12712
-17420	-17743
-2390	-39561
-400	-3600
-32856	-38550
-33061	-35353
-34784	-40351
-5982	-25027
-38426	-38479
-37878	-39582
-3683	-39741
-31322	49
-33708	-41665
-38206	-40536
-3336	-40168
-11877	-25294
-38472	-41772
-10641	-10790
-2669	-19558
-34301	-38290
-27760	-32891
-24156	-25061
-36165	-39932
-27266	-32550
-37441	-38513
-36908	-40607
-1176	-4145
-40083	53
-27873	-35643
-35140	-35583
-12981	-40039
-38349	-40583
-5980	-13141
-38387	-39189
-3466	-34824
-16203	-19553
-32738	-33385
-15965	-16542
-2910	-32674
-9627	-39174
-10246	-24627
-39722	-40253
-33053	-39815
-10170	-12410
-5939	-9464
-37674	-39246
-40619	-40702
-2775	-2823
-19720	-38347
-40451	-40738
-29659	-40580
-6166	-12532
-32933	-35213
-3595	-36020
-9977	-12452
-40689	39
-7042	-35796
-34864	-35296
-2360	-40199
-6227	-11813
-12002	-29102
-16923	9
-31919	-32465
-36078	-41730
-25374	-34783
-17669	-24287
-2037	-40085
-39217	-39565
-39006	-39968
-32032	-32785
-3276	-35935
-34271	-39762
-3356	-31084
-32906	-41260
-40212	-40232
-3557	-37869
-35247	-39099
-38851	-40726
-35879	-40429
-23636	-29644
-37591	-39456
-29068	-37670
-3668	-34126
-39484	-40271
-2569	-3701
-35456	-38308
-16042	-39543
-35379	-39727
-6322	99
-3368	-39827
-27527	-32895
-38208	143
-8961	-16436
-3136	-39626
-35131	-40408
-6239	-40575
-36978	-37168
-24824	-25212
-29658	-37433
-2974	-40752
-32719	-40141
-18903	-39978
-6096	-12034
-35820	-40374
-17627	-39018
-29334	-35363
-3164	-34820
-36468	92
-30986	-38383
-2225	-40112
-9282	-16226
-32522	-40367
-17765	-24893
-16353	-16579
-39542	-40907
-3409	-34366
-36234	-40086
-3733	-36326
-16607	-29080
-12961	-25254
-3170	-38735
-39994	-40047
-33102	-33119
-3522	-32044
-9426	-24988
-27716	43
-32664	-40359
-33060	-40454
-12136	-13196
-12437	-17696
-34989	184
-3562	-3760
-3282	-37703
-10071	-13161
-32012	-40215
-34901	-39070
-5314	-19422
-16753	-23843
-35318	-41770
-5554	-12261
-38263	-38908
-8871	-29347
-37698	-39619
-34795	-36351
-29215	-31256
-5852	-12275
-35507	-38762
-12125	-29165
-35610	-40003
-32865	-40465
-8582	-16823
-35350	-37061
-3659	-25138
-16605	-33222
-3259	84
-6163	161
-21745	-40178
-32844	-38616
-5484	-5586
-18742	-39712
-32330	-40546
-12255	-31152
-33045	-38958
-27985	-29361
-38803	-39199
-5870	-6275
-31443	-35825
-12680	-12929
-9738	-23952
-35902	-37973
-34776	-38815
-9435	172
-26909	-28250
-3339	-40209
-39757	-41689
-35398	-40228
-33092	111
40	109
-37589	-39593
-2260	-37042
-12332	-12469
-11791	-25159
-40105	-40324
-34645	-41485
-20454	-40114
-35460	-38448
-10846	-12813
-36594	-40440
-3759	-40054
-39081	-40279
-3148	-18420
-35939	-39204
-1452	-25533
-38162	-38695
-38915	-39678
-1646	-41359
-3646	115
-17684	-23810
-35357	-35444
-38854	6
-35617	-40477
-3590	-36050
-16582	-24016
-6170	-29686
-29187	-31167
-3609	-5882
-35309	160
-36692	-39122
-5997	-6262
-33128	-38904
-3406	-40690
-33777	-35310
-6246	50
-34616	-38075
-4370	-28069
-3633	-40717
-2329	-39206
-38645	18
-27587	-39364
-29269	-31119
-38538	-39138
-17944	-18132
-24463	-26173
-37738	-40798
-5570	-17455
-32675	236
-32764	-38125
-6254	-31368
-1931	-2173
-2030	-40138
-11843	-12647
-6329	-26541
42	89
-40412	-40645
-1126	-40354
-33009	-38156
-35928	-36641
-11777	-13226
-27997	-41656
-19412	-40471
-1921	-35746
-40122	25
-32598	229
-9987	-12796
-27676	237
-39665	-40300
-29041	-29273
-40543	7
-9695	-39270
-1906	-23543
-2964	-40966
-9296	-9592
-8847	-12253
-32058	-32401
-16614	-30897
-26271	-34349
-32441	-39873
-25098	-30291
-35301	-35442
-8994	-13821
-3216	132
-40609	3
-39036	-40586
-24437	-24478
-35239	-35482
-28559	-29108
-3238	-39866
21	205
-39359	-39482
-37313	-37721
-35732	-39419
-9132	-12979
-38767	-40375
-32688	-34812
-14196	-23669
-2089	-3404
-9558	-17610
-3347	-39425
-29314	-31363
-9111	-17373
-32590	-37798
-21304	-36005
-41445	60
-36158	-40621
-37212	138
-18649	-40265
-23521	-36247
