"(Pr141)Di" "(Nd142)Di" "(Nd143)Di" "(Nd144)Di" "(Nd145)Di" "(Nd146)Di" "(Sm147)Di" "(Nd148)Di" "(Sm149)Di" "(Nd150)Di" "(Sm152)Di" "(Eu153)Di" "(Sm154)Di" "(Gd155)Di" "(Gd156)Di" "(Tb159)Di" "(Gd160)Di" "(Dy161)Di" "(Dy162)Di" "(Dy164)Di" "(Ho165)Di" "(Er166)Di" "(Er167)Di" "(Er168)Di" "(Tm169)Di" "(Er170)Di" "(Yb172)Di" "(Yb174)Di" "(Lu175)Di" "(Lu176)Di"
0.50290785424188 0.138679512175794 0.186510645320765 2.58086737645245 2.36444716082811 2.45855514232592 0.104063059275059 2.72462607243378 0.969741418873815 0.28250253593665 0.0488415313640791 2.87760167875282 1.98602374648365 2.28200798401575 0.105287977388128 -0.0513427549697712 0.159501372633451 1.11357425748152 0.705608151043019 0.667019006038912 0.237977420564757 0.257765222296953 1.39582064786013 1.15950784127388 0.774508741650362 0.0826503121208399 0.806025026448284 0.1166941692224 0.572210626149105 0.274739343536231
0.221218030597794 0.0580487007086474 0.110429076700736 1.23525260706047 2.28816494964428 2.20104159310746 0.070941971157352 1.00158842863132 0.630633818869939 0.125416483737475 -0.00233819657046062 2.235660065418 0.545476756742172 0.932264827195255 0.0202938362270557 -0.0725628397518846 0.0777118210661944 0.576094585518955 0.382613328696789 0.365918278654326 0.113542853490077 0.163946986818091 1.06557309695965 0.614132454540805 0.346924537813545 0.0222849097513074 0.430425976017095 0.0270557307811409 0.241026546980134 0.226584039593348
0.204366822428534 0.0553320628409704 0.70113355027042 0.51010280450462 2.28432410406687 2.27047742660281 0.0692788949817596 0.112120574227423 0.328296268200606 0.0537802623943258 0.236740000555391 2.01546191921797 2.22247624239452 0.0953089021296373 -0.0101984742665942 -0.0115561276859783 0.0390594150230984 0.603335781909071 0.201660909282979 0.0131508693008133 0.0667965791283611 0.0615295774601736 -0.0421874893615144 0.301989809341471 0.193964077754512 0.00747300607260739 0.0644814683526609 -0.0103332459951499 0.181872989787341 0.180967417394183
3.76011191678256 0.401059558568505 0.258508767505341 0.547414411425576 1.16972511128453 1.75113649771338 0.164900128588413 0.213221053190373 0.681965128573571 1.38575694510165 0.344895744068853 1.47874815679355 0.288680341263881 0.216520208720505 0.147694728816939 -0.00596213490519897 0.101034645710737 0.756004997606718 0.976311767030247 0.692697356426502 0.652753714664092 1.13276207947297 0.476886874495559 0.414825697190334 0.816121290915445 0.831201018066811 0.24422165236333 0.345301351401955 1.86243932601822 0.441440187403408
0.661764098671909 3.79630072312259 0.254745292870079 0.791890363227525 1.38471385776639 1.73826058195428 0.0656492794733422 0.175905802392217 1.23826491296085 0.273494374317727 0.0324754783148046 0.452095000704427 0.138618245558147 0.0193254357641006 0.015282901119559 -0.0174702594195321 0.0492774203220311 0.146281771787891 0.245927448599152 0.087101931973752 0.222372473197895 0.540018883356673 0.0726604696174283 2.30504882233332 1.18216647978349 0.150824603600225 0.1935513723986 3.75159541173101 0.760089038546259 0.296142779703103
0.344454998020449 0.142015065165961 0.141583966680718 1.8757395967433 2.40473751228488 2.4402844086399 0.0859739283087397 1.39515918732201 1.00072871063365 0.180084207669302 0.0269846962575115 2.38481089615742 0.833936506787157 2.18704568260211 0.0821548333833788 -0.0425896197352241 0.112898490937223 0.952401872196744 0.482212037316197 0.316220892973626 0.155632248541607 0.239778146027299 1.10706290634125 1.08237692185288 0.662579889171206 0.0918292007918347 0.6560995939807 0.0894625839125275 0.53384424733381 0.27539649534569
2.41388700581157 0.178718471213903 0.27853501469925 0.446727968271663 1.20383462012741 1.32706341513255 0.20043839768396 0.273523804285419 1.09703004743362 1.30539370335687 0.313667211066428 0.651373892909945 0.331997652512143 0.196492272393785 0.148364713033412 -0.00186753798610727 0.113139877767025 0.683630455553034 0.720135686441813 0.727977488144437 1.02320340918676 1.09371483166317 0.309343077133891 0.32073185468817 0.532833071904691 0.782363094191304 0.231859384209889 0.345806427062324 1.32499612628419 0.599726586615132
0.544279494813725 0.16313482371969 0.198002051667757 2.7162320972983 2.57659712716253 2.43483835706404 0.122258109330311 2.74028692596118 0.935277465402342 0.289105542132622 0.028509276932233 3.05842727925874 0.217674649218222 2.16045778803436 0.110970014046954 -0.062413683259086 0.217320409086654 1.00826278891105 0.538542501447515 0.558294465871332 0.23795251003646 0.309460431876073 1.30628837256805 1.0089269364447 0.734467216776967 0.0651380975998037 0.83770361216258 0.0967586367890695 0.522264521994127 0.310499017748906
0.421413760296557 0.0843680092997813 0.804680128942425 0.921563385426233 2.63745656801116 2.24182283962356 0.0896578176622349 0.176027465922758 1.12038322336956 0.167678206942966 0.0275040674222943 0.757992748752918 1.72748214283775 2.32132353623463 0.0955947366371311 0.0405363816258312 0.0445551007497186 0.836200652949101 0.313188241638943 0.0791380118106153 0.0953020524706563 0.280552570661098 0.0486965863558248 2.29182860735417 1.18421828771212 0.158763468148715 0.1838313665846 0.10898744464216 0.567673787085892 0.299724584491105
0.75634370878062 0.162080270537564 0.236084907014815 3.12177356988876 2.44621922835127 2.36583723766315 0.134888376514537 3.72587465980277 0.947290684265397 0.352965925020586 0.0308699496670862 2.54599956451414 0.264654392854034 2.15724339648749 0.0737279300908694 -0.0512765329118609 0.27199214492567 1.01214132463106 0.788107308407445 0.927201634056335 0.219999191976032 0.348924692361222 1.7845701674329 1.40256614133008 1.11259728120139 0.0972783570911609 0.86410299210405 0.146860746906343 0.651161020863957 0.225733667076611
0.564150745646855 0.118516223905461 0.828821544670753 1.31890896999833 2.5733346177102 2.42491263614976 0.072468382101942 0.39217828938463 0.556371392689295 0.116008116643562 0.0624067327913618 2.22541944651276 2.60432686522879 0.107081376936649 -0.0180252220808059 0.000487100391399574 0.0318305535146306 0.865298190725917 0.22859880061071 0.060364788886876 0.0710841341469752 0.108296051267154 -0.0352523047339282 0.463860026935778 0.259193892165307 0.0518642301401055 0.0534042278939938 0.003581586991165 0.273030422274193 0.189796140416456
3.68356741800924 0.615098997765041 0.333157556649015 0.877159991430375 1.23897215104671 1.87679469515545 0.167429017051719 0.224253769811522 0.82713145120248 1.47817051339439 0.602388035337462 1.73533855652153 0.441078758421318 0.291993900425886 0.120313209772502 0.00840804016886012 0.0774025764724142 1.00668211009631 0.786662350995324 0.833608713942228 0.674347075777989 1.27986855621114 0.404048324472472 0.33575382874092 0.612119601072056 0.809236498891547 0.355361593691566 0.393989643575458 1.60986807142877 0.461986819907751
4.13383505642082 0.43170684900141 0.255872625491252 0.572595521535499 1.19028281356176 1.99308101613328 0.0989649038574319 0.141819111775449 1.00256805823475 1.19113108049463 0.306684221363507 1.4429282097667 0.362600174184172 0.175972636986045 0.12856126451569 0.0115056098415823 0.0805592435256538 0.719425928259628 0.810118685041297 0.624881555705404 0.46574853047615 1.4281330013653 0.32816669415666 0.345603600944382 0.429730384452213 1.11971085017499 0.337062414096203 0.351583142215656 1.12224495990848 0.329071907669257
4.16094500324362 0.489717324817724 0.313300271973264 1.14119202937794 1.20537139621093 1.96128152038709 0.187474474994991 0.253533618027301 1.17134892570964 1.80262464829483 0.376585466446465 1.77766270747391 0.310772275464204 0.257370516859519 0.165827498201086 0.0304111180460731 0.186991371863574 0.769580399472106 1.03938264917595 0.871759384977744 0.914835300087029 1.51654361361046 0.490783642028035 0.55205582629991 0.895879295560979 1.0652109538844 0.380138649574388 0.466935936071291 1.87128677993823 0.478098283265198
0.467656623901766 3.76744600252962 0.251426761176097 0.451189772045282 1.29083999717508 1.68156522268488 0.0353632605847674 0.0770005954511745 0.52745274615427 0.0601286409197231 0.0141959559126149 0.236968203297118 -0.00416212144513881 -0.0441626503243537 0.0134988172130544 -0.04285932102784 -0.0135907724979063 0.0289323993225632 0.215223514615726 -0.00950319957420926 0.082602972032013 0.325853517179225 -0.0190683685886787 0.881173611824309 0.461148342259941 0.00432986620129136 0.144535414443902 3.53676957600828 0.520711932232668 0.154236620525374
