-3792	-32725
-38416	-38703
-3616	-35905
-37423	-40217
-32829	-40654
-36068	-40377
-9906	-31137
-32685	-33020
-16411	-17703
-3212	-40330
-13028	-16121
-34468	-40418
-38207	-40531
-12363	-12385
-38759	-40367
-40040	-40107
-2430	-37627
-2253	-38843
-2629	-37604
-18488	-36093
-34856	-36161
-3783	-33107
-35650	-38979
-16081	-17726
-6368	-12278
-32597	-37006
-32989	-34867
-32584	-32975
-12291	-12421
-32984	-40469
-38351	-38731
-12266	-12474
-34848	-40078
-2640	-38589
-39223	-40406
-38205	-40257
-38647	-39802
-2771	-36389
-38729	-39274
-5536	-30896
-2010	-35819
-35398	-38292
-38427	-40245
-35596	-38930
-38753	-40427
-33913	-36729
-38299	-38846
-2071	-33293
-21104	-41700
-20865	-35139
-32565	-40182
-3494	-3563
-38225	-39576
-3251	-40605
-24136	-24926
-39119	-39852
-39956	-40534
-3134	-27981
-2954	-36914
-34838	-37273
-2947	-39752
-17832	-24620
-33083	-41067
-10060	-11788
-32308	-39040
-32857	-33132
-6268	-9671
-35360	-35461
-2794	-31988
-20395	-21271
-32841	-39797
-32905	-35722
-37073	-38327
-35046	-40262
-1805	-21977
-32786	-37925
-3662	-39073
-3626	-40403
-37054	-39678
-33031	-38972
-2803	-27931
-3154	-39658
-34931	-38141
-3493	-38049
-6053	-25080
-13090	-17721
-3120	-20549
-8845	-12401
-6192	-11750
-6155	-6319
-32716	-40526
-16831	-19098
-3721	-39758
-16045	33
-39787	-40164
-9346	-23562
-34864	-34969
-29333	-29598
-17427	-21228
-40294	-40304
-29383	-31132
-29207	8
-11733	-11783
-3206	-36768
-39550	-40244
-25030	-35445
-2296	-39596
-32978	-39926
-32774	-32858
-31977	-38862
-3372	-41393
-2479	-3286
-6380	-7112
-9444	-25345
-38338	-41538
-39077	-40342
-38430	-38833
-32622	-40477
-36843	-38644
-6308	-12388
-3552	-37601
-3411	-38097
-40178	83
-36318	12
-3524	-35506
-5579	-11843
-37973	-40017
-5547	-21524
-28295	-38873
-32894	-34875
-20674	-40765
-31328	-35521
-3237	-35160
-6059	-10100
-29146	-39094
-32585	-35566
-33056	-36183
-35852	-36012
-20664	-34948
-39297	-39818
-13184	-20891
-38083	-39519
-35456	91
-9800	-17220
-29415	-39036
-32918	-38756
-20616	-26580
-27902	-36484
-2534	-33248
-16568	-25242
-10006	-24041
-20948	-35511
-5903	-40464
-35516	-37446
-3551	-37069
-35877	-38690
-8993	-40096
-18056	-24828
-9439	-17763
-3415	-3622
-17931	-29186
-21162	-33267
-35283	-38345
-27531	-39052
-17685	-17745
-35000	-36084
-38893	-39721
-5658	-25368
-18581	-39465
-9090	-9474
-3257	-36935
-11801	-11837
-29388	-37038
-35420	-35604
-11734	-12380
-17624	-24724
-39413	-40504
-3429	-33070
-1936	-6062
-38664	-40633
-3728	-38820
-3769	-24829
-35300	54
-10808	-24936
-2712	-3509
-30129	-31539
-31586	-33003
-19475	-21338
-3635	-3786
-35021	-36217
-3289	-3709
-9433	-9575
-9378	-17747
-11759	-12149
-35923	-36445
-32759	-37430
-3743	-32882
-31921	69
-2591	-15745
-3276	-36256
-40053	-40302
-9512	-24452
-3764	-39665
-1756	-41228
-13493	-35008
-37074	-38702
-3318	-33145
-34439	-35335
-3481	-37278
-29843	-33844
-9974	-12471
-3099	112
-1350	134
-16493	-27437
-2627	-41082
-35657	-41071
-27842	-37665
-3671	-20170
-16565	-35791
-32970	-36478
-12269	-24091
-9860	-23506
-37227	-38823
-16842	-17583
-32974	-41739
-39110	3
-17479	-29420
-3685	-33054
-6210	-11959
-33023	-39322
-11978	120
-22655	-40141
-27752	-29331
-39768	65
-20705	-37714
-3448	-33039
-27400	-27402
-35880	-39081
-3672	-39577
-5932	-12393
-39662	43
-32731	-40353
-38396	-38705
-9448	-10728
-35488	-38739
-35809	-37550
-11763	-11941
-3123	-35038
-17367	-18437
-27922	-36898
-3637	-36014
-38946	-39129
-32748	-39074
-5848	-18161
-35462	-38160
-30962	-31169
-2422	-40031
-31816	-38746
-29274	-31717
-36832	-37579
-12544	-29311
-1720	-3604
-29281	-38208
-40965	-41478
-35372	137
-19040	-39635
-32188	-38501
-35615	-38749
-11760	-12140
-34872	-35164
-32601	-39951
-38464	-39477
-34831	-36541
-24894	-26222
-32384	-37818
-1550	-25200
-28402	-29196
-8846	-12144
-17676	-18017
-35472	-40111
-3601	-34991
-17443	-23722
-9884	144
-36092	-36190
-26792	-39979
-9669	-24560
-39829	63
-38384	-40306
-12327	29
-9134	-31214
-12417	-12470
-2389	-2655
-38237	-38711
-33004	-35378
-12078	-12287
-12352	-29094
-3441	-38391
-31275	-38334
-12397	-31379
-3465	-38156
-1224	-38850
-35584	-40629
-3528	-32773
-1798	-41200
-6252	-9922
-2314	-35730
-17335	-20890
-26924	-38476
-9747	-41449
-34737	-37451
-3619	-35411
-33101	-38422
-1059	-1150
-36172	-37774
-6091	-24574
-2916	-32620
-2759	-3059
-29324	-30948
-32805	-33029
-12312	-17021
-29426	-29751
-35959	-38339
-9284	-10078
-1635	-3747
-33035	-34878
20	39
-19169	-41482
-3581	-38434
-22172	-38685
-3231	-3703
-41718	-41759
-11911	103
-12419	175
-3491	-40379
-32179	-40768
-2943	-20831
-40154	200
-31906	-33920
-35361	-38541
-37168	-39391
-3246	152
-26172	-41309
-2810	-22046
-33106	-33348
-10482	-41551
-31890	-36651
-32950	-39987
-37392	-39727
-3806	-16260
-35415	-35779
-17319	-24805
-29178	-37507
-29043	-29095
-38902	-40687
-40617	180
-1186	-6310
-35499	-40788
-12395	-16617
-11735	-29051
-18369	-25389
-3221	-38341
-12432	-13705
-5528	-11086
-3745	-41279
-32833	-35383
-3472	-3538
-3644	-41283
-2808	-35885
-35120	-35526
-6940	-12789
-40667	-40723
-10214	-12089
-35193	-35728
-2556	-3630
-21515	-40012
-37319	-41344
-35797	-36017
-10029	-18169
-29853	-31337
-21426	-40446
-6048	-12940
-12047	-12336
-35447	-38446
-16924	-25382
-6273	-12017
-25427	-28218
-8166	-12361
-37139	288
-17990	-21886
-2270	-3686
-9213	-24696
-32720	76
-13191	-24407
-2744	-32268
-2883	-40102
-40554	236
-27918	-28731
-39400	-40547
-11358	-12093
-12343	-12360
-3530	-39628
-12256	-12353
-35290	-39555
-35307	-37888
-38182	-39086
-35606	-36661
-38181	-38925
-29798	-34430
-24608	-39167
-35140	-35254
-12852	-29290
-27672	-30882
-35329	-40124
-5515	-12292
-14864	-17626
-32860	-33065
-10297	-13482
-3097	228
-2017	-22237
-34779	-37089
-21418	-40704
-24561	-27872
-35917	-38600
-3261	-35503
-37047	-39718
-15	-2069
-15983	-24387
-35212	-40436
-3431	-39261
-40496	248
-16507	-31627
-34332	-34792
-38147	31
-38417	-40366
-31707	-39961
-32754	-37440
-9766	-12981
-35800	-39011
-33048	57
-32740	-40016
-6377	-9341
-12141	-13202
-5554	-9250
-37683	-38651
-32936	-38326
-22020	-38854
-5520	-31104
-2228	-24983
-5655	-12002
-5974	-12080
-35444	-37975
-35044	51
-849	-32920
-31258	-39066
-18952	-24939
-38748	-40430
-27318	-39383
-3675	-40108
-29437	-31629
-37092	-39514
-13223	-16456
-2450	-18977
-31395	-38191
-24632	-35043
-9186	-17669
-1123	-36398
-5257	-11821
-11932	-16775
-13079	-22230
-32764	-38697
-32459	-36437
-35124	-38668
-17222	-29254
-40177	-41716
-39249	-40732
-3498	-19466
-38325	-39115
-32241	-39983
-40968	-41445
-36096	-37781
-37117	-40572
-2864	19
-35630	-40512
-27846	-32111
-6040	-35755
-32982	-40519
-3791	-33014
-2044	-12365
-35278	-36118
-39034	-39171
-28497	-38679
-24564	-25168
-36752	-38176
-29047	-38924
-31014	-36139
-12576	-29253
-5085	-25196
-22001	-39793
-10111	-25214
-39719	79
-32589	-36131
-39860	-40110
-35579	-38429
-27860	-28005
-3540	163
-3306	-3727
-3785	-40829
-9520	-34241
-10920	-11467
-10159	-23873
-28145	-28231
-30290	-30987
-38009	-38793
-23574	-26321
-1868	-37735
-3334	-33599
-18115	-31210
-37363	-37777
-927	-2297
-5484	-12455
-18261	-39722
-13154	-18853
-35756	-38253
-35142	46
-37541	-40494
-20758	-40373
-37805	-41430
-38658	-40092
-12478	-17705
-9871	-22157
-39018	-40610
-9154	165
-34438	206
-38805	-40101
-8770	-10701
-3645	-39764
-27421	-32815
-40082	-40660
-38256	-38419
-32907	-35057
-35712	-35714
-15465	-26478
-36360	-37257
-3749	1
-13131	-30232
-35571	-41681
-32977	328
-16686	-16810
-2320	-40119
-34565	5
-38721	-40157
-40409	82
-19890	-21064
-19404	-24422
-1925	-25404
-38130	-41308
-3348	-9175
-249	-2945
-2942	-40341
-34719	-39682
-35531	-39121
-3597	-37376
-29484	-40533
16	22
-14331	-14734
-35690	-38392
-24798	-25137
-21234	-28256
-39539	-40254
-36915	-39211
-29800	-35813
-18610	-25170
-32069	-32751
-16780	-29131
-2217	202
-3669	197
-35340	-35844
-16213	-23855
-6112	-27512
132	145
-24994	-31029
-5425	-34297
-32796	-35318
-9286	-41627
-1876	-39734
-5738	-34613
-39765	-40332
-40221	-40690
-32847	177
-18524	-36911
-19567	37
-11862	114
-11919	-31011
-31055	-37384
-17187	-24024
-36198	-39679
-39198	-39358
-18166	-40472
-38386	-41574
-13166	-16531
-2888	-40718
-29553	-38524
-12179	-17615
-3570	-34850
-36535	-36812
-37573	-39002
-6256	-25536
-29411	-31150
-20218	-35077
-15975	-38616
-31375	158
-34820	-38857
-30099	-38073
-1463	-2061
-30126	-31721
-9423	-12870
-18216	84
-20505	-38098
-11973	-12333
-9506	-25152
-37037	-37081
-35941	-39982
-25306	-29370
-32494	-38122
-29670	372
-29085	-29329
-30318	-37260
-17715	-41685
-25340	-38596
-5457	-27798
-2835	-32168
-28228	-41557
-27945	-34666
-31089	-39730
-6045	-9664
-3266	-38519
-12553	-25369
-32793	-39995
-34805	-38438
-1739	-4365
-2436	-3412
-1419	-37141
-35062	-39326
-28030	-28851
-9248	-11960
-28598	-34376
-36126	489
-12085	-12192
-11855	-12024
-18401	-22103
-31569	-31633
-15948	-17340
-12426	-13566
-2024	-37434
-36708	-38143
-3225	-41477
-39050	-39798
-33423	-39531
-37585	-40277
-3359	-39560
-11489	-15514
-5663	184
-25126	-39877
-2700	-2958
-33385	-34791
-40905	308
-24257	-24940
-16339	-23788
-38142	-38737
-38444	-39599
-27337	-29233
-32842	-33109
-29011	-31033
-33688	331
-12527	-16646
-39881	-40682
-5333	-11659
-21305	-33383
-32550	-37964
-27468	-38449
-16028	-19955
-17521	-24282
-12622	-29317
-24458	-34660
-3445	-32162
-10191	-10211
-19254	-26387
-1949	-28131
-2337	-2682
-1785	-32863
-38443	-40279
-2907	-3695
-35184	-35635
-27545	-41370
-3434	-36796
-23879	-24046
-2466	-10134
-30870	-31373
-38018	494
-32723	-35440
-35888	-38780
-21593	-37357
-23896	-40652
-16572	-23407
-36633	-37368
-27599	-32658
-35546	-39853
-11994	-31117
-24943	-25044
-35337	23
-31149	-31416
-39332	-40187
-32228	-39454
-30929	-31283
-32617	-40230
-35095	-36117
-1962	-25443
-2443	-19308
-3044	-3475
-17592	-29375
-2891	-41001
-5996	-10011
-37572	-38336
-27831	-37012
-35510	-38012
-12195	-18406
-35753	-38747
-9425	-27986
-29757	-38727
-35302	-38500
-3701	-32746
-35520	-35734
-1590	-37570
-38167	38
-3816	-40603
-33714	34
-17932	-25160
-2273	-27188
-33868	-38170
-23114	-24264
-36428	115
-41088	-41375
-12604	-29325
-17810	-23615
-32959	-35622
-35865	-40615
-40006	-40355
-20116	-31865
-36717	-36958
-10005	-10751
-9112	-17942
-6185	-12856
-13211	-31146
-3199	-18339
-39020	179
-33294	-35733
-12042	299
-17407	-31749
-875	-20073
-39201	-40357
-6889	-28059
-2261	-32435
-3436	-37163
-3170	-39330
-15602	-25469
-2417	-10278
-11360	-31042
-3321	-20158
-11831	-25930
-1143	-39072
-3207	-25040
-20275	-23884
-27375	-39010
-35653	-41567
-13234	-16105
-37523	-37611
-33875	-41458
-3525	81
-8967	-23797
-33037	-37120
-25157	-32472
-17749	-34693
-39750	-40653
-9368	-15031
-32771	-33033
-10019	-34632
-5717	-17519
-29116	-30899
-11751	-12896
-38785	-40250
-34821	-41217
-11840	-25056
-24544	-25756
-2276	-39999
-12310	-31192
-3718	-39124
-9672	-17831
-4459	-5387
-32923	-33005
-29722	-39003
-3002	-3389
-25364	-39135
-40315	571
-3687	-40077
-36537	4
-32651	-33448
-9709	-18062
-25085	-38030
-10177	-12783
-3426	-40004
-31257	-38923
-24522	-24987
-12181	-24567
-17291	-29354
-22071	-33828
-3651	-40772
-11781	-12629
-26880	-32003
-3759	-18509
-36100	-38329
-5631	-12446
-13731	-38003
-12975	-29653
-32971	-38712
-35457	-40061
-6213	-17820
-1335	-3284
-35442	524
-25288	-27280
-20469	-32264
-29412	-37902
-12472	-31402
-37878	-40585
-17342	-23922
-2171	-25270
-38322	-38420
-18839	-20894
-19469	-21686
-36759	284
-5940	-16731
-36591	-37191
-29726	-37967
-2709	-3344
-18110	-25706
-27285	-39912
-10064	-29765
-36469	-41415
-38353	-39152
