"ID","count","mediansTime","mediansCell_length","mediansX.Rh103.Di","mediansX.Xe131.Di","mediansX.Cs133.Di","mediansX.La139.Di","mediansX.Ce140.Di","mediansX.Pr141.Di_clust","mediansX.Nd142.Di_clust","mediansX.Nd143.Di_clust","mediansX.Nd144.Di_clust","mediansX.Nd145.Di_clust","mediansX.Nd146.Di_clust","mediansX.Sm147.Di_clust","mediansX.Nd148.Di_clust","mediansX.Sm149.Di_clust","mediansX.Nd150.Di_clust","mediansX.Eu151.Di","mediansX.Sm152.Di_clust","mediansX.Eu153.Di_clust","mediansX.Sm154.Di_clust","mediansX.Gd155.Di_clust","mediansX.Gd156.Di_clust","mediansX.Gd158.Di","mediansX.Tb159.Di_clust","mediansX.Gd160.Di_clust","mediansX.Dy161.Di_clust","mediansX.Dy162.Di_clust","mediansX.Dy163.Di","mediansX.Dy164.Di_clust","mediansX.Ho165.Di_clust","mediansX.Er166.Di_clust","mediansX.Er167.Di_clust","mediansX.Er168.Di_clust","mediansX.Tm169.Di_clust","mediansX.Er170.Di_clust","mediansX.Yb171.Di_clust","mediansX.Yb172.Di_clust","mediansX.Yb173.Di","mediansX.Yb174.Di_clust","mediansX.Lu175.Di_clust","mediansX.Lu176.Di_clust","mediansX.Ir191.Di","mediansX.Ir193.Di","mediansFileNum","mediansdensity","raw_mediansTime","raw_mediansCell_length","raw_mediansX.Rh103.Di","raw_mediansX.Xe131.Di","raw_mediansX.Cs133.Di","raw_mediansX.La139.Di","raw_mediansX.Ce140.Di","raw_mediansX.Pr141.Di_clust","raw_mediansX.Nd142.Di_clust","raw_mediansX.Nd143.Di_clust","raw_mediansX.Nd144.Di_clust","raw_mediansX.Nd145.Di_clust","raw_mediansX.Nd146.Di_clust","raw_mediansX.Sm147.Di_clust","raw_mediansX.Nd148.Di_clust","raw_mediansX.Sm149.Di_clust","raw_mediansX.Nd150.Di_clust","raw_mediansX.Eu151.Di","raw_mediansX.Sm152.Di_clust","raw_mediansX.Eu153.Di_clust","raw_mediansX.Sm154.Di_clust","raw_mediansX.Gd155.Di_clust","raw_mediansX.Gd156.Di_clust","raw_mediansX.Gd158.Di","raw_mediansX.Tb159.Di_clust","raw_mediansX.Gd160.Di_clust","raw_mediansX.Dy161.Di_clust","raw_mediansX.Dy162.Di_clust","raw_mediansX.Dy163.Di","raw_mediansX.Dy164.Di_clust","raw_mediansX.Ho165.Di_clust","raw_mediansX.Er166.Di_clust","raw_mediansX.Er167.Di_clust","raw_mediansX.Er168.Di_clust","raw_mediansX.Tm169.Di_clust","raw_mediansX.Er170.Di_clust","raw_mediansX.Yb171.Di_clust","raw_mediansX.Yb172.Di_clust","raw_mediansX.Yb173.Di","raw_mediansX.Yb174.Di_clust","raw_mediansX.Lu175.Di_clust","raw_mediansX.Lu176.Di_clust","raw_mediansX.Ir191.Di","raw_mediansX.Ir193.Di","raw_mediansFileNum","raw_mediansdensity","cvsTime","cvsCell_length","cvsX.Rh103.Di","cvsX.Xe131.Di","cvsX.Cs133.Di","cvsX.La139.Di","cvsX.Ce140.Di","cvsX.Pr141.Di_clust","cvsX.Nd142.Di_clust","cvsX.Nd143.Di_clust","cvsX.Nd144.Di_clust","cvsX.Nd145.Di_clust","cvsX.Nd146.Di_clust","cvsX.Sm147.Di_clust","cvsX.Nd148.Di_clust","cvsX.Sm149.Di_clust","cvsX.Nd150.Di_clust","cvsX.Eu151.Di","cvsX.Sm152.Di_clust","cvsX.Eu153.Di_clust","cvsX.Sm154.Di_clust","cvsX.Gd155.Di_clust","cvsX.Gd156.Di_clust","cvsX.Gd158.Di","cvsX.Tb159.Di_clust","cvsX.Gd160.Di_clust","cvsX.Dy161.Di_clust","cvsX.Dy162.Di_clust","cvsX.Dy163.Di","cvsX.Dy164.Di_clust","cvsX.Ho165.Di_clust","cvsX.Er166.Di_clust","cvsX.Er167.Di_clust","cvsX.Er168.Di_clust","cvsX.Tm169.Di_clust","cvsX.Er170.Di_clust","cvsX.Yb171.Di_clust","cvsX.Yb172.Di_clust","cvsX.Yb173.Di","cvsX.Yb174.Di_clust","cvsX.Lu175.Di_clust","cvsX.Lu176.Di_clust","cvsX.Ir191.Di","cvsX.Ir193.Di","cvsFileNum","cvsdensity","percenttotal"
1,10,11.8492624658498,2.2724413273866,-0.107745661624412,-0.101631470347066,-0.0392485660220699,-0.0928688512947002,-0.0810589828310507,1.58934401180412,0.196154172964126,0.110462799991751,2.61802616974351,2.0888537021143,2.48541812741343,0.0694694202613032,2.42323219683756,1.37014931307918,0.52064487333647,-0.095249473506998,0.0276335726803135,2.43478599752586,1.8631745936352,1.89063500669696,0.0727808895636176,-0.107622150216929,0.0303156390391007,0.00350494762912497,1.26738195087032,0.897505197015745,-0.0188947015860109,1.15748431435098,0.310189040404109,0.0851989841237209,1.77609559955803,1.12124180821809,0.508117304434432,-0.071096354439449,1.92370282871652,1.06953893925178,0.00441355847428896,0.306223499020746,0.700830228973642,0.130212705011313,3.91419687967408,4.68643798482234,0.212142599244828,7.77636740488112,350900,24,-0.539937183260918,-0.50903394818306,-0.19629430025816,-0.465012967586517,-0.405867040157318,11.9901628494263,0.987103402614594,0.553500488400459,34.1076564788818,19.9410171508789,29.8074951171875,0.347638264298439,27.9869604110718,9.20468616485596,2.72293829917908,-0.476967886090279,0.138209665194154,28.322603225708,15.7253422737122,16.2993292808533,0.364357955753803,-0.539329260587692,0.151659956667572,0.0175256635993719,8.18819260597229,5.12069082260132,-0.0944793708622456,7.16948580741882,1.58146899938583,0.426748394966125,14.5438823699951,6.87349462509155,2.65158247947693,-0.355839297175407,16.767098903656,6.7723445892334,0.0220725871622562,1.55516058206558,3.79889607429504,0.653020858764648,125.306327819824,271.16584777832,1.0686884522438,5959,8.00370030339779,9.13704685840969,53.6082455650503,151.084669153462,85.8385716456647,319.481068403163,90.5622791112388,45.4495695585147,124.690454389614,182.669039782574,14.7464813260287,25.42610286562,19.570989679943,318.92482691999,18.9792621941126,38.3582703892631,75.3682806695808,168.804324758738,241.132088896728,21.6795717490717,56.9425291015695,30.02670714948,185.606318757091,44.5761858787363,455.007602305453,329.332399564245,28.3725441691993,60.7586052578117,1229.87416351451,57.3078137313149,86.11991184484,185.050822617833,92.8641672554578,65.5779913248435,65.9762896684127,484.289260150976,32.4347056023406,89.845047839147,183.575895702056,135.481729972491,96.1836929502175,129.967531456483,4.7244817387134,4.21223381518394,35.8804777457147,0,0.167813391508642
2,7,11.647389922231,2.31243834127275,-0.0868458967537923,-0.111156858094061,-0.140645486305585,-0.0747022165171581,-0.0571830078075841,0.631261698622893,0.0651258444919922,0.243183997949624,2.43488566721827,2.51243221086645,2.43922209215669,-0.0389403063062763,1.68717079994936,0.378067458425356,0.145788454802998,-0.10121118278524,-0.110517879407025,2.27938201514573,0.792758964810605,0.904493450770541,-0.0811687281629231,-0.0968453453300542,-0.0859925070892852,-0.0765754504353822,1.10556154752267,0.0650856369971412,-0.12015559905366,-0.0234732946044251,0.0546019757441197,0.116987404054559,0.788219243215174,1.42959711184694,0.244361482753577,-0.0779001382200663,1.8022427080998,0.345036511695675,-0.0147916376918634,0.251534721806981,-0.0698153876605752,0.0747598600649585,3.8207872295498,4.7995970760786,0.20627294521098,7.77636740488112,285981,25,-0.434775531291962,-0.556929528713226,-0.705548167228699,-0.373858571052551,-0.286070883274078,3.37015199661255,0.32585945725441,1.22794008255005,28.3172645568848,30.6345596313477,28.4422264099121,-0.194750741124153,13.0478181838989,1.93569278717041,0.731527209281921,-0.506920337677002,-0.553714990615845,24.1707324981689,4.39222383499146,5.16483306884766,-0.406289428472519,-0.484984010457993,-0.430492639541626,-0.383251547813416,6.72473859786987,0.325657993555069,-0.60222464799881,-0.117377251386642,0.27314555644989,0.586272180080414,4.36205625534058,9.84402656555176,1.23400330543518,-0.389894753694534,14.7457542419434,1.75961744785309,-0.0739608854055405,1.27097773551941,-0.349360585212708,0.374147593975067,114.045532226562,303.633087158203,1.03869414329529,5959,10.2244144250981,9.20937355248189,37.4869705129493,86.9875063267302,29.4064566888228,513.071476207195,122.893070782346,67.9123521623492,187.864270771299,130.171326387437,13.8145399103466,21.9171853517817,16.8203022329857,43416.0486870286,46.915061877812,95.6915020789504,140.434055493605,335.797974786052,66.2339075946395,8.62719454383008,89.6355138274964,83.4007883063786,101.230736716001,89.1515770729233,688.630412991454,724.909879630369,78.63098605587,136.846440191708,126.988896612159,214.045635570631,182.580159856881,289.650654322653,78.0037832774671,66.3095639424517,144.650570133459,7936.17446993766,40.0887427663982,138.225715804271,851.33836077188,177.495351018092,630.855261152382,193.259408247459,4.24681134320521,4.14307519734704,38.4998310687324,0,0.11746937405605
3,64,11.8309629920535,2.25162775319376,-0.104737505339114,-0.101292627136405,-0.0830367605116497,-0.0582210839357996,-0.0786009913692222,1.04926922477743,0.15139881303965,0.911677455172776,1.35920941803171,2.54355861129904,2.42131148334871,0.0603652821150091,0.224923213833146,0.634347613555122,0.112651980398537,-0.0654495173870658,-0.00386163663224454,2.23103250260986,2.83450697181603,0.0703144542920874,-0.0233943049971714,-0.0701313109784152,-0.0511695656447537,-0.043820992618858,1.04369181203985,0.14643434536677,-0.0707795346825637,-0.00805156640460574,-0.000932102297812305,0.0874288102739157,-0.0440503227963906,0.769830156323906,0.496558341312798,-0.0181906134413498,1.63543304690554,0.0396072426928325,-0.0760783544056177,-0.0605573406124721,0.272750351520226,0.0796921688576507,3.89159516162789,4.68598836862827,0.210502920732298,7.77636740488112,343668,23.5,-0.524645566940308,-0.507329732179642,-0.415661156177521,-0.291271567344666,-0.393411323428154,6.26449966430664,0.759916692972183,5.2166314125061,9.09063053131104,31.6160497665405,27.9295415878296,0.302009761333466,1.13445979356766,3.38900554180145,0.564455568790436,-0.327481433749199,-0.0193082680925727,23.0052471160889,42.4308223724365,0.351862445473671,-0.11698891222477,-0.350944072008133,-0.255959913134575,-0.219175614416599,6.21890735626221,0.734815120697021,-0.354194477200508,-0.0402582678943872,-0.00466051534749568,0.437701776623726,-0.220323875546455,4.24101400375366,2.58611249923706,-0.0909582301974297,12.3431849479675,0.198089845478535,-0.380758836865425,-0.302972108125687,1.38075435161591,0.39888334274292,122.449604034424,271.026779174805,1.06030511856079,5959,9.24070697559556,6.99126107560107,52.7086703723464,457.049730387003,90.8852352143694,16644.5992224019,261.627849578506,53.7620107873613,132.906360448019,31.2553367381118,35.7653836808409,16.3954856465429,18.8975568713315,241.286628416501,110.174315778457,66.5987830663994,168.091434087614,550.995257810351,308.718356965686,21.425416063359,19.2565848179966,212.441853643163,565.590549380057,446.859287811074,4361.23810035713,3217.52546507057,58.7046747477512,142.627223604107,156.06431789428,307.08205044295,489.408085227853,185.263090186688,551.296784523213,70.6418381752335,101.053997674196,321.68483464062,44.4669856900442,269.943333193696,159.488228976477,12157.154513204,133.612211442675,197.141352171561,8.12570585771873,6.25356985277897,34.3897769517759,0.000741564465028508,1.07400570565531
4,10,12.522020108405,2.40590168293608,-0.108325519862066,-0.114892041457705,-0.0875254147563202,-0.135691490824636,-0.0618164421447611,3.16313456508949,0.657135883214441,0.347533433274149,0.0369677312204478,1.10200651418209,1.90168547236403,0.10266516133566,0.0232107899330292,0.759426411566154,0.955206454943775,-0.105739412364229,0.631427659987966,1.2280794728202,0.300028109641028,0.155351216321137,0.0231822097350965,-0.097733683896953,-0.0391646474306129,0.0705839153637857,0.737600940630166,0.901217113953312,0.0397479861671455,1.23371614265041,0.413175183571362,1.62558382145519,0.291823636182789,0.144583578977932,0.378602655894056,0.634170035967327,1.76161382736563,0.389678504120655,-0.0854417228890027,0.138275185186632,1.67345015613532,0.155112207933167,3.98337178446236,4.72489233360233,0.385110399844385,7.77619957746645,685896,27.5,-0.542694985866547,-0.57572540640831,-0.438186183571815,-0.680541485548019,-0.309361815452576,59.0089855194092,3.54064774513245,1.7728658914566,0.184900026768446,6.73572325706482,16.5594611167908,0.515345752239227,0.116101062390953,4.23576438426971,5.55112361907959,-0.529718443751335,3.38993310928345,7.82507348060608,1.52274954319,0.779898017644882,0.116070158779621,-0.489482641220093,-0.195878580212593,0.353217959403992,4.03188323974609,5.14558815956116,0.199295401573181,7.8790590763092,2.12739682197571,12.2862334251404,1.48058354854584,0.72583070397377,1.93872547149658,3.4586728811264,14.3051972389221,1.99808156490326,-0.42775596678257,0.694650992751122,12.9711184501648,0.778787583112717,134.227752685547,282.142486572266,1.97350299358368,5958,4.77435393622235,9.26412973987722,54.736759027045,45.2081261467049,47.1005435277306,53.3544441978841,113.030408154507,9.71962268436965,73.3115983803117,58.1360416055692,150.447265903742,26.1225676194173,31.1797251074552,167.975479377813,549.494278527302,61.2066626547779,28.266129165244,131.468647853053,55.0515086897699,35.7349438310529,133.250192212969,109.920193554598,206.093690175277,120.045466255714,393.170834020499,169.268092628237,60.6745374161063,72.2904577142948,290.930638197839,57.6903026618449,101.810773240852,50.2646632966542,76.8044381448505,118.714232313079,107.552538638419,88.3966436825486,32.8451883219319,78.3395163248693,126.076918811004,142.242558813963,54.6462935083851,128.364001139237,6.19483371036678,4.84199664589456,28.0224374868919,0.0011144898640938,0.167813391508642
5,110,12.4859227973047,2.14211190823691,-0.0802114362855433,-0.106776396333178,-0.0933996362383964,-0.0397988036939431,-0.0803066875917395,1.58151986685537,0.208246071557457,0.722985692201536,1.46796391134236,2.21659521896057,2.173853532896,-0.0221461130115436,0.451902999610766,0.479246359963212,0.124079483746448,-0.0977660026622269,0.11842404975779,2.23057856139246,2.70272828019262,0.0195665677479639,-0.0633654370424292,-0.0759160551618843,-0.0423067632552489,-0.0678564216724261,0.402268518074634,0.0976683867140899,-0.0817538043461499,0.0108833304216515,-0.0415540824615827,0.129855482824844,-0.0687896071030468,0.439879215426631,0.143654601113583,-0.0156211630964183,1.71087062597382,0.129658272619103,-0.0891166009070557,-0.0493519924993453,0.294068317717794,0.118752022908039,3.83108799678785,4.61451147390444,0.376948385170909,7.77636740488112,661470,21,-0.40148738026619,-0.534897208213806,-0.467678412795067,-0.199046760797501,-0.401965171098709,11.6416974067688,1.04881972074509,3.93819141387939,10.2750172615051,22.6677742004395,21.6959056854248,-0.110739625990391,2.33722352981567,2.48904359340668,0.621990978717804,-0.489609107375145,0.59350860118866,22.9945058822632,37.1352558135986,0.0978410542011261,-0.317041113972664,-0.379944995045662,-0.21159715205431,-0.339542612433434,2.06604206562042,0.489139512181282,-0.409225344657898,0.0544178131967783,-0.207830250263214,0.651110351085663,-0.344219580292702,2.27101540565491,0.720746785402298,-0.0781089924275875,13.3828444480896,0.650109648704529,-0.446173086762428,-0.246860146522522,1.49166941642761,0.595159709453583,115.227493286133,252.323608398438,1.92969405651093,5959,7.80416821949874,7.41377223692486,65.1385852384185,74.1272066124293,164.451994001267,2983.03771863308,131.821054199293,28.9523325434561,130.666203183017,41.7729362475042,41.6655755071524,25.6339163975151,20.0653354888539,539.554068375491,86.8473234365191,83.2472070484458,153.584600026831,262.761023140833,161.412139447701,22.7817681014427,18.2299249110435,261.413859021888,4372.07227753553,222.885260839677,1087.9246756807,712.892501471415,89.9731576048586,176.171356773269,215.113322262726,352.772450498702,626.916305780265,161.635811490955,2183.05575814593,85.146901196701,153.921062953927,473.618354432248,44.6039347309069,152.597748617653,367.720704804561,8217.18002129355,119.612195431146,155.513101752187,7.77324938221186,5.66200915030272,30.7015183421449,0.000604628272392175,1.84594730659507
6,14,11.4535521565572,2.25162775319376,-0.0797567488327933,-0.0586028152039979,-0.0774494102165314,-0.0858686051544672,-0.103926635821828,1.54390178719213,3.30066594862646,0.341463414531982,0.916580740359402,1.08850252380821,1.60957222476783,-0.0583184623611357,0.209404123776274,1.12281910032369,0.348909020398458,-0.0894681579275261,-0.0190979983609462,0.553796761115395,0.314631234709082,-0.0725876380903865,-0.0449796108726045,0.0268284811780876,-0.0916275616542512,-0.056699312347376,-0.0431348776226151,0.120946293442598,-0.0861386497301764,0.0952285996624435,0.0563350982104207,0.528571361048933,-0.0101906906232144,2.51208499556324,0.891593609914077,0.114293188630993,1.87616332807877,0.460988919816814,0.0642418641460001,4.63075181169064,0.941022593484265,0.0500835000193593,3.90939530752403,4.54396369913488,0.204334225103595,7.7755279860056,239875.5,23.5,-0.399211421608925,-0.293182179331779,-0.387634322047234,-0.429883167147636,-0.520569920539856,11.2084250450134,67.7347869873047,1.74159580469131,5.25538396835327,6.58276510238647,12.0018911361694,-0.29184203594923,1.05475029349327,6.87786340713501,1.78019112348557,-0.447952687740326,-0.0954970195889473,2.91285443305969,1.59932053089142,-0.363257497549057,-0.224983498454094,0.134171526879072,-0.458779439330101,-0.283771246671677,-0.215826999396086,0.606226623058319,-0.431254968047142,0.476887166500092,0.282856978476048,2.76806271076202,-0.0509566320106387,30.6604270935059,5.08232545852661,0.572713822126389,15.9389033317566,2.38777947425842,0.321456745266914,258.150993347168,5.43916416168213,0.250527910888195,124.726795196533,235.926986694336,1.02879577875137,5954,17.6439028157092,6.4188938684194,53.0391115339134,448.446674412179,56.9876974253813,6016.95295371459,390.553034941561,52.2886240028354,21.937250662441,110.697519066951,45.1057679496066,34.4680878599204,25.8317203251723,270.048700848116,166.124273042082,53.4991364536266,94.1558494150275,64.3640619849053,303.643635683121,78.8024138531079,148.698646560357,69.94354612834,736.684553426069,204.407777340079,373.478050022886,351.558691007551,274.838173640167,149.034613819288,90.0657235377916,255.930035511295,195.677088985035,75.7460978954632,1297.20178046889,31.2806515212973,48.413019150846,133.68790481773,34.2830313668025,86.0367693938282,195.537491505413,16.0333252071005,38.7628392757697,207.099361701188,6.90744159051874,6.75418505084461,35.3815229211391,0.0865059274859157,0.234938748112099
7,7,10.7172670395482,2.04502820486763,-0.160253974246158,-0.159763697592038,-0.122994896750528,-0.0797175945125148,-0.00624300395678912,0.96315618488733,0.142796013442348,0.00849985080160252,1.88732929019557,1.91066369651295,2.18472353078079,0.0217227421356154,1.41325429354909,0.799915914513316,0.111647705124565,-0.0837216867901172,0.0188500029546498,1.93379341884398,0.161647713970792,2.08793077848052,-0.0126436381447555,-0.137062547069474,-0.0428075333913934,-0.0968336105978132,1.12862039270171,0.608291111822627,-0.0847583814092231,0.218659788306656,0.152898797694321,0.131372064078196,0.642293229201088,1.68170758946178,0.294280893527646,-0.00262525636898007,1.56283106117126,3.29842264883289,0.510575493933338,0.211005267854044,0.0135044031438972,0.031006860077665,3.94230887459874,4.60171745890905,0.209678973047735,7.77636740488112,112821,19,-0.804703891277313,-0.802221059799194,-0.616526186466217,-0.399010270833969,-0.0312152225524187,5.5956654548645,0.716408967971802,0.042499765753746,16.1255950927734,16.5239753723145,21.9392051696777,0.108622252941132,9.66489124298096,4.4399676322937,0.559399008750916,-0.419097632169724,0.0942555963993073,16.9277400970459,0.811763048171997,19.8606491088867,-0.0632198750972748,-0.687460482120514,-0.214103043079376,-0.48492506146431,6.9197735786438,3.23252201080322,-0.424299508333206,1.10203194618225,0.767476201057434,0.658751368522644,3.43687582015991,12.9716749191284,1.49273419380188,-0.0131262969225645,11.4069271087646,67.5824127197266,2.66524934768677,1.06287264823914,0.0675240680575371,0.155059143900871,128.795135498047,249.113220214844,1.05609393119812,5959,27.5214608758113,9.48457368382337,36.8372279757813,47.9458725372481,28.6634240021584,309.009848994587,193.091928140308,69.5141294072396,175.433264343504,162.293646199607,35.6211754990918,26.4168056119127,23.8239728464801,238.058073244925,32.1293184540527,61.5248876791955,135.507529476579,412.483060252655,248.402065564504,20.276534999055,124.035282564008,61.2510601580167,386.294942228845,90.3683797173884,4191.9852647421,62.9895670082067,63.3500207991169,79.2153875990727,42.083079346083,108.066343878597,178.368830657635,135.117455069542,83.851710499894,31.397761147668,115.414980083065,203.450335167773,53.7292942088439,16.022012393357,111.488752585817,143.572603286871,202.349022061074,149.957677518275,7.07955472841534,4.64955499936041,37.9493605621962,0,0.11746937405605
8,10,12.5836072321525,2.23081417900093,-0.100502347616739,-0.0684764294307866,-0.0565806013647105,-0.118936376467376,-0.100932147197077,1.625190098909,0.633068748543826,0.0607087846817885,2.24641908341773,2.53766602841785,2.24930496812965,0.217490704577974,2.88461550100072,1.01449757278486,0.145295792582379,-0.0564120180269829,0.0886635289869232,2.81390118947372,1.2982034225093,1.915102347087,-0.0726642676217033,-0.107781212872917,-0.0601940715694758,0.0822142831728054,1.0806834347637,0.673893061923412,-0.00677256640430792,0.739129620424163,-0.00287249488543152,0.0929223170150967,2.65236753325429,1.11025901546816,0.255768061555127,0.00771317911405651,2.57724817961681,0.0261257034950466,-0.0722479800179525,0.0304416813051691,0.196651656249516,0.0565768409847264,3.83262652206628,4.62219274803345,0.386353500051293,7.77636740488112,729514,23,-0.503398567438126,-0.342650219798088,-0.283055171370506,-0.59614422917366,-0.505528509616852,12.2454333305359,3.42453420162201,0.303746521472931,23.3748893737793,31.8765239715576,23.4573802947998,1.09606128931046,44.6797218322754,6.01791954040527,0.729466140270233,-0.282211184501648,0.444535046815872,41.537691116333,8.48875093460083,16.6731696128845,-0.363661006093025,-0.540214568376541,-0.301152884960175,0.411892488598824,6.5189037322998,3.63115537166595,-0.0338674280792475,4.04325652122498,-0.0143625291530043,0.465283274650574,35.3019409179688,6.85916137695312,1.29657477140427,0.0386710166931152,32.9749622344971,0.130647517740726,-0.361584633588791,0.15224926546216,0.989620625972748,0.283325035125017,115.61457824707,254.475631713867,1.98018807172775,5959,11.6810297876227,7.0078578924586,58.61901147643,130.924533219022,58.9718685543137,115.426819265839,65.2192808819457,35.2771621215373,98.2014815356379,190.415918765231,19.2460748092149,17.8519514498976,13.813690177175,145.7132525207,25.9726351438283,37.6288249198217,137.538958018611,383.211814367294,161.786127000711,20.3147036189796,53.7511108608008,37.4477153979579,307.111702697022,1077.86512970782,65.4606434029946,209.470602203037,64.6954365624352,62.2843515788404,6229.96216855753,43.7769075642619,467.687487793039,104.94576979117,48.4615834401914,53.5197245328971,119.595868906116,234.486360470323,28.6405617470034,282.572407764209,378.993271352302,282.850450370421,158.265236092651,288.046138701906,10.7103678176362,5.52532513704188,27.776095940689,0,0.167813391508642
9,134,11.7394554774077,2.42379204358752,-0.107555699102526,-0.0859370667716721,-0.0967319750999512,-0.0318410307024536,-0.0494593252472423,3.75693901657597,0.47134580900812,0.299772346062473,0.414326707920431,1.19655892789376,1.96583793212132,0.0680479313942921,0.177464093624121,0.65156197660573,1.30391211985922,-0.0620569534200789,0.216414217447047,1.53113155660386,0.319782653270546,0.114619324205885,0.116693911160952,-0.0977505942600198,-0.0198239537115242,-0.00647301362663563,0.495962958350053,0.610753259093272,-0.0323122831603145,0.785928175850406,0.196652614887349,1.39446111204241,0.253192846893889,0.176057660878595,0.444458332042975,1.31154971464857,2.43236200430135,0.376391959746696,-0.0493550824720711,0.175835009371287,1.26864752688583,0.170195692983024,4.11610196535891,4.81836545052098,0.211966861264513,7.77619957746645,313560.5,28,-0.538815975189209,-0.430216193199158,-0.484414502978325,-0.159232079982758,-0.247397601604462,106.984519958496,2.4449690580368,1.5214119553566,2.13165485858917,7.5161988735199,17.5031099319458,0.340503707528114,0.891985297203064,3.49332070350647,8.53057527542114,-0.31048396229744,1.09053748846054,11.0179080963135,1.6263056397438,0.57435417175293,0.584795325994492,-0.489531740546227,-0.0991263017058372,-0.0323652941733599,2.58274328708649,3.24747335910797,-0.161589547991753,4.34686589241028,0.989612847566605,9.46255922317505,1.27953732013702,0.884843796491623,2.29656565189362,8.60631227493286,28.2448196411133,1.9267156124115,-0.246875613927841,0.883725076913834,8.18708086013794,0.855093091726303,153.259262084961,309.38737487793,1.06778854131699,5958,9.05513677403254,6.92212781905777,51.6397242020528,173.973103791365,126.482075282966,1567.25663483983,1690.76740395366,9.26500867049541,76.2530083475941,81.6381723934374,90.8598112167379,26.7152817727649,23.5231320785309,254.219848704926,133.409151154293,66.5778377737512,41.9534871388582,648.763336711277,128.345937816982,30.4057897194271,110.44704336306,169.856848469581,174.0734337461,235.794518344306,392.366805828695,575.523556112842,79.2695881462262,71.2730244297168,427.061436753282,73.3775075044462,125.355376727794,37.2777844085603,119.468726272807,147.343840826382,85.7131867123947,47.7133237792671,21.6925964936861,91.7847521355228,595138.594429066,130.850586653492,42.1928100587972,144.188636105614,8.03776832270778,5.94783795742388,34.0295369520818,0.0168199186992442,2.24869944621581
10,11,12.6217850701008,2.2724413273866,-0.0842906784792647,-0.0615369607846742,-0.118513739807824,-0.0300235343753807,-0.0705594764247137,1.22211794868942,0.021940144460278,1.02627864357716,0.662527775814017,2.3679224888158,2.22858546625272,-0.0106409314829064,0.192681546086493,0.835622515633654,0.0773483009628241,-0.0325102219538727,-0.0187119173861454,0.872256928034636,1.75712501582144,2.27344339708588,0.0780885592431657,-0.109414172644252,-0.066729347193838,-0.0520041754029323,0.501311228669247,0.123287693142779,-0.0551794970357931,-0.0879600064010581,-0.0618278738995461,0.293645091871354,-0.0678058441642083,2.21796723940237,1.19938368028917,-0.0624808387681637,1.68872899805033,0.242889470813768,-0.0788678730768118,-0.0430205847190775,1.07599762438504,0.136312041661007,3.64978875229288,4.34291285549576,0.392708225128705,7.77636740488112,757725,24,-0.42195263504982,-0.307879030704498,-0.593956828117371,-0.150140225887299,-0.353090196847916,7.74940919876099,0.109709523618221,6.08080863952637,3.56035685539246,26.4537906646729,22.9475994110107,-0.0532056614756584,0.969380080699921,4.68161201477051,0.387127250432968,-0.162579745054245,-0.093565046787262,4.93574237823486,14.0580263137817,24.0245780944824,0.390839725732803,-0.548163056373596,-0.333894401788712,-0.260138094425201,2.6128716468811,0.618001282215118,-0.276037514209747,-0.440367370843887,-0.309336364269257,1.48941683769226,-0.33928906917572,22.6995086669922,7.54172849655151,-0.312607496976852,13.0696067810059,1.22642374038696,-0.39474830031395,-0.215169280767441,6.47989988327026,0.683672845363617,96.1013565063477,192.295761108398,2.01440119743347,5959,11.0020575731373,5.34713561135833,63.6540047010073,150.188605825066,55.8962113602509,993.746203001281,177.852769978968,56.3170180691823,427.033194374016,17.8681091752548,85.1994148223819,24.862811970371,15.6714224129302,329.844504368689,155.892160103922,80.5782968888752,184.775879220141,250.189162571409,288.107818026847,49.900418346346,36.3631617519838,18.2341641674431,211.426585589271,2791.11339803817,482.192710906593,203.63897238518,74.6836766112494,138.119739933662,82.2706241133651,365.602125553905,326.534110218201,164.733764918074,3823.08379685102,31.0435702656055,40.9645597140194,4056.74433181139,30.0521387016375,133.494587378506,69.0675382263133,393.391448362087,58.690271574507,144.791535961908,6.19551551536399,5.95394157958197,28.7830510244953,0,0.184594730659507
