,BPD19H00_BB078_CD3-CD8+.fcs.density.fcs.cluster.fcs.anno.Rsave,BPD19H00_BB231_CD3-CD8+.fcs.density.fcs.cluster.fcs.anno.Rsave,BPD19H00_BC641_CD3-CD8+.fcs.density.fcs.cluster.fcs.anno.Rsave,BPD19H00_BD620_CD3-CD8+.fcs.density.fcs.cluster.fcs.anno.Rsave,PBD00H00_BB078_CD3-CD8+.fcs.density.fcs.cluster.fcs.anno.Rsave,PBD00H00_BB231_CD3-CD8+.fcs.density.fcs.cluster.fcs.anno.Rsave,PBD00H00_BD620_CD3-CD8+.fcs.density.fcs.cluster.fcs.anno.Rsave,PBD00H03_BB078_CD3-CD8+.fcs.density.fcs.cluster.fcs.anno.Rsave,PBD00H03_BB231_CD3-CD8+.fcs.density.fcs.cluster.fcs.anno.Rsave,PBD00H03_BC641_CD3-CD8+.fcs.density.fcs.cluster.fcs.anno.Rsave,PBD00H06_BB078_CD3-CD8+.fcs.density.fcs.cluster.fcs.anno.Rsave,PBD00H06_BB231_CD3-CD8+.fcs.density.fcs.cluster.fcs.anno.Rsave,PBD00H06_BC641_CD3-CD8+.fcs.density.fcs.cluster.fcs.anno.Rsave,PBD00H06_BD620_CD3-CD8+.fcs.density.fcs.cluster.fcs.anno.Rsave,PBD01H00_BB078_CD3-CD8+.fcs.density.fcs.cluster.fcs.anno.Rsave,PBD01H00_BB231_CD3-CD8+.fcs.density.fcs.cluster.fcs.anno.Rsave,PBD01H00_BC641_CD3-CD8+.fcs.density.fcs.cluster.fcs.anno.Rsave,PBD01H00_BD620_CD3-CD8+.fcs.density.fcs.cluster.fcs.anno.Rsave,PBD03H00_BB078_CD3-CD8+.fcs.density.fcs.cluster.fcs.anno.Rsave,PBD03H00_BB231_CD3-CD8+.fcs.density.fcs.cluster.fcs.anno.Rsave,PBD03H00_BD620_CD3-CD8+.fcs.density.fcs.cluster.fcs.anno.Rsave,PPD00H00_BB078_CD3-CD8+.fcs.density.fcs.cluster.fcs.anno.Rsave,PPD00H00_BB231_CD3-CD8+.fcs.density.fcs.cluster.fcs.anno.Rsave,PPD00H00_BD620_CD3-CD8+.fcs.density.fcs.cluster.fcs.anno.Rsave,PPD00H03_BB078_CD3-CD8+.fcs.density.fcs.cluster.fcs.anno.Rsave,PPD00H03_BB231_CD3-CD8+.fcs.density.fcs.cluster.fcs.anno.Rsave,PPD00H03_BC641_CD3-CD8+.fcs.density.fcs.cluster.fcs.anno.Rsave,PPD00H03_BD620_CD3-CD8+.fcs.density.fcs.cluster.fcs.anno.Rsave,PPD00H06_BB078_CD3-CD8+.fcs.density.fcs.cluster.fcs.anno.Rsave,PPD00H06_BB231_CD3-CD8+.fcs.density.fcs.cluster.fcs.anno.Rsave,PPD00H06_BC641_CD3-CD8+.fcs.density.fcs.cluster.fcs.anno.Rsave,PPD01H00_BB078_CD3-CD8+.fcs.density.fcs.cluster.fcs.anno.Rsave,PPD01H00_BB231_CD3-CD8+.fcs.density.fcs.cluster.fcs.anno.Rsave,PPD01H00_BC641_CD3-CD8+.fcs.density.fcs.cluster.fcs.anno.Rsave,PPD01H00_BD620_CD3-CD8+.fcs.density.fcs.cluster.fcs.anno.Rsave,PPD03H00_BB078_CD3-CD8+.fcs.density.fcs.cluster.fcs.anno.Rsave,PPD03H00_BB231_CD3-CD8+.fcs.density.fcs.cluster.fcs.anno.Rsave,PPD03H00_BC641_CD3-CD8+.fcs.density.fcs.cluster.fcs.anno.Rsave,PPD14H00_BB078_CD3-CD8+.fcs.density.fcs.cluster.fcs.anno.Rsave,PPD14H00_BB231_CD3-CD8+.fcs.density.fcs.cluster.fcs.anno.Rsave,PPD14H00_BC641_CD3-CD8+.fcs.density.fcs.cluster.fcs.anno.Rsave,PPD14H00_BD620_CD3-CD8+.fcs.density.fcs.cluster.fcs.anno.Rsave
count,5,209,165,137,1,18,51,2,32,19,0,5,1,28,2,19,24,60,3,28,47,9,7,359,6,7,21,27,0,1,4,15,59,2,63,25,336,106,59,299,169,371
mediansTime,12.4030956051939,12.3584898237297,12.5085374135503,12.5502876862842,10.5340143718228,12.5777717571228,12.6073021293779,12.9340733929843,12.5018856894487,12.5122903665424,NA,12.4244512625707,11.4201871751404,12.5683619924106,11.1266206949474,12.2470168726028,12.6955174475227,12.4073164804101,11.8451802492514,12.569230541598,12.2826836254235,12.3883908690026,11.796957885594,12.2641755021548,12.4390446031559,12.4093742407915,11.7707378469194,12.5204599380781,NA,12.77128872254,12.138175801949,12.6361796332451,11.8227075238207,11.8668661733219,11.6630302570084,12.4310608943592,11.9506073989962,11.1794887155862,12.4388464765023,12.3512442769611,12.469431799561,12.3106560593428
mediansCell_length,2.31243834127275,2.31243834127275,2.23081417900093,2.45835522547041,2.0947125472611,1.9378792776645,2.18742176068697,1.90887143103071,1.87986358439691,2.2724413273866,NA,2.0947125472611,2.04502820486763,1.99283576493974,2.24651881399391,1.81844645923207,2.01893198490369,2.0947125472611,2.2724413273866,1.87816286844828,2.0947125472611,2.14211190823691,1.99283576493974,2.42379204358752,2.08434672833272,2.04502820486763,2.14211190823691,2.18742176068697,NA,2.14211190823691,2.01893198490369,2.04502820486763,2.04502820486763,2.31168352356875,2.14211190823691,2.14211190823691,2.04502820486763,2.0947125472611,2.04502820486763,1.87986358439691,2.04502820486763,2.18742176068697
mediansX.Rh103.Di,-0.0682482904933566,-0.108770592396301,-0.112809750829478,-0.0932449312052298,-0.0946186898606596,-0.106270984283469,-0.095758355100991,-0.0639045727738038,-0.0845478217855921,-0.103711632830938,NA,-0.0875423266853266,-0.101241995358335,-0.0886494625290419,-0.0803015104384703,-0.101455439176943,-0.0919262978844234,-0.111110029269274,-0.151488973045407,-0.116881123946307,-0.105752367623235,-0.105712322771119,-0.108326510183364,-0.0864155814817205,-0.0674001724066974,-0.114312589248513,-0.0691425321732573,-0.0679102931908223,NA,-0.0468435911538372,-0.101544380694701,-0.132144666865497,-0.122184055876841,-0.116324046926137,-0.108804592153826,-0.109913929714571,-0.0871563793231807,-0.0915048181261277,-0.10881202254773,-0.0895468176028081,-0.0872640234162393,-0.101133664664422
mediansX.Xe131.Di,-0.101321362792067,-0.0743221183502952,-0.0915000877083439,-0.088699026527495,-0.152539632441835,-0.116467792408794,-0.0729157568806213,0.0672816492753835,-0.0780531251403595,-0.073604891447148,NA,-0.0894121439635176,-0.0543545605163328,-0.0977956792333106,-0.032086548462816,-0.0694441344798706,-0.0585607314179626,-0.0758906173269317,-0.00794418517330826,-0.0965915647306596,-0.0842818525979162,-0.0572057276902366,-0.106324250814729,-0.0622144411510975,-0.0839057410222324,-0.0751497350545098,-0.0730626841745683,-0.089114360174758,NA,-0.0349553086863698,-0.0731149337062283,-0.056799562206345,-0.064060185640933,0.0448780954334028,-0.107946762241888,-0.105547008532114,-0.0939945663248097,-0.0712789417237293,-0.0989932758041353,-0.0930774067129093,-0.101066096738568,-0.0864313475995649
mediansX.Cs133.Di,-0.149375780852177,-0.102678136383561,-0.103302637122326,-0.101758026468168,-0.189689724846313,-0.0629475888200534,-0.0774307910245615,-0.0411970375906946,-0.117431586999914,-0.100308538387761,NA,-0.101776776280829,-0.0584189250954501,-0.0962007815745232,-0.0625255677917462,-0.108270180662317,-0.0508691844211383,-0.0878089326547343,-0.121546378008208,-0.0990003046190704,-0.0963112947861078,-0.0267444466632026,-0.0644865031723011,-0.0848848186254708,-0.0913362445758312,-0.0758788729896273,-0.12000519356332,-0.130858579368412,NA,-0.188020924663621,-0.0623412783260115,-0.138622505781659,-0.0974357607716276,-0.0627028716882652,-0.0842551432791309,-0.110483246189206,-0.101163660945561,-0.102802833549064,-0.0800867748142506,-0.101954678325898,-0.098073235930402,-0.101072513161333
mediansX.La139.Di,0.124300757400644,-0.0409674659483738,-0.0393732226569899,-0.029028144585119,0.498199413974582,-0.0569602637895233,-0.0593618502851367,0.0145869620082964,-0.0445940817133676,-0.0558690728055008,NA,-0.0363981577610553,-0.105067456520938,-0.0510181086313805,-0.0833879705807583,-0.06681760365912,0.0182834831072572,-0.0374090087367739,0.1441375925887,-0.0559957224882019,-0.0137832762594682,0.226934634497315,-0.111707662664864,-0.0377613085040568,0.314379798449108,-0.0497775332138571,-0.105864321606209,-0.0267661915948255,NA,0.114017160939695,-0.0613210204629556,0.205990831174386,0.108455048767479,-0.0438928446496866,-0.0324056649230724,0.198170406784208,-0.026554979560127,-0.034609056898206,0.127227036399992,0.02659393885784,-0.0176337014288657,-0.0382372208756978
mediansX.Ce140.Di,-0.150309782798929,-0.0844013281045725,-0.0854797781223373,-0.0947571917075276,0.124775753989345,-0.0872596455999289,-0.0752706644803103,0.0239946089625046,-0.092948592265991,-0.100857566673024,NA,-0.0108184879689658,-0.0208731544157254,-0.0685927357444617,0.0675718975013764,-0.0958787754633143,-0.103098386678226,-0.0776101260060773,-0.153577801112345,-0.0528565963008797,-0.0804235466829641,-0.0357918549760913,-0.108722098973681,-0.0559942791217621,-0.106204247594951,-0.0826327418501011,-0.0988135060073041,-0.0938920254985042,NA,-0.0930276675556324,-0.187417572814502,-0.0696761918817392,-0.0560984593447985,-0.0619887548619998,-0.0770814006260724,-0.0584563167905654,-0.082079481142017,-0.0915540154273202,-0.110177939723108,-0.0687942742492298,-0.0820558661144502,-0.085211485876988
mediansX.Pr141.Di_clust,0.520289847760731,0.38739255286397,0.34903033873111,1.135952421427,0.713642548823818,0.438979159197507,0.841070022548203,0.435059150674352,0.495879301096024,1.20082160918345,NA,1.20399959440025,-0.054052046530596,0.876741811074358,0.0863673603391581,0.145998031506199,0.244219645748837,0.596162891208859,0.422314252138524,0.16935906319695,0.465396842011518,0.195980133743316,0.20741426193754,0.604311901545929,0.133719172115401,0.328536384206128,0.356132249675158,0.400403836909159,NA,0.854028709633542,0.513897190136171,0.0666290767524628,0.0987884098713621,0.226435751650791,0.214328978861422,0.180521545398444,0.181905882896922,0.239396378121238,0.0505014542733774,0.0692693888133513,0.155861016040305,0.165905733981529
mediansX.Nd142.Di_clust,0.147989941310449,-0.0070275883087748,-0.00588895701982397,0.288792213101549,-0.180865167919753,0.0344350785401552,0.205823679441812,-0.00228641133362069,0.118236647964586,0.305731983400914,NA,0.163955154851718,-0.0967949772499314,0.161221129777606,0.546447955733867,-0.093069691550233,-0.0830425046654663,-0.00621209577213035,0.292304819521306,0.0941104864763301,-0.00396973900936864,0.108994071253411,-0.0266900887476117,0.230744805844384,-0.0130506776742366,-0.0593905529547997,-0.0830032782135217,-0.0385704005511302,NA,-0.0106375699711938,0.0144948866273198,-0.0789419217525994,-0.0402341465469907,-0.116325349325206,-0.0358237587681404,-0.0225177346659199,-0.0223551949950433,-0.0765921974599094,-0.0253713805491906,-0.0353102170821061,0.0309224705583768,0.0985005383468115
mediansX.Nd143.Di_clust,-0.11271254632297,0.0346444322269787,0.0759772587817267,0.184297365231271,0.179389061800058,-0.0665238727580129,0.114249321240304,-0.115767679844233,0.123820237458092,0.22270500285635,NA,0.343273852388934,-0.0578701908280725,0.0467736606023277,-0.0883848995259429,-0.0130266260424771,0.0953539947689346,0.0113845617205479,0.195700706481491,0.302434560450179,-0.0270882528332263,0.105537192723514,0.0588740164492697,0.129306263452322,0.0568077019204382,0.315990682059334,-0.0190290410767704,0.131458990815596,NA,0.294935926104476,0.424693181537265,0.00894581366523503,-0.00201023867935295,0.678548591974984,0.0567738663629569,0.123009165316559,-0.0154111546516454,0.0585425592397366,-0.00216301604077259,-0.0164761777678137,0.060391617065991,0.09274531144476
mediansX.Nd144.Di_clust,1.80018861855279,1.21438403159832,0.997082202220253,1.94308175847973,0.268462441059122,1.91250476111705,2.03824486421974,2.35958361888004,1.50725003520525,1.57363952549846,NA,2.13381144162994,2.02116677066431,2.40487808797346,2.42433931853332,1.47125919171432,1.48921823266646,1.64955504428893,2.6770265585473,1.71573019843562,1.6223392862663,1.94002702295065,1.94855280518692,1.75241194372637,1.01759408352462,1.46683780011794,1.77267143711919,2.02827278745924,NA,1.37729574532521,1.95643349933013,0.448612474474058,1.01344015839676,1.95940198899497,1.53149109298835,1.10485080041294,1.08202592220724,1.08466538472709,0.590325395112521,1.00587434940426,0.743227629332341,1.27969966884776
mediansX.Nd145.Di_clust,2.60977248982998,1.8868910826885,2.20095910879541,2.02310428870613,1.94993744818669,2.08394479781392,1.86027802843443,2.15604662963325,1.93013038197466,2.25922976699863,NA,1.29999813100265,2.04119561560275,1.46198695160644,2.09377978102962,1.74964740859726,2.1377754910763,2.09877598899303,1.86399423537939,2.13901453126921,1.84125682363147,1.48932244648976,1.33531841361371,1.9344356412238,1.50709263222755,1.7413039607428,2.1781025321432,2.06443199060154,NA,2.0332189418839,2.32670464614846,2.04283066491022,1.95339181691872,1.64818224164277,2.28601092945812,2.42942135925339,1.87277716093415,2.163311878833,2.27334328098246,1.80100775368503,2.12402991297724,2.26766228089469
mediansX.Nd146.Di_clust,2.11043739038352,2.16676702157528,2.30755421017646,2.46275867132988,3.49261347770081,1.85055220754479,2.3543264974015,2.18079285963055,1.90402994796999,2.18645761629241,NA,1.39372171920774,2.41402019544231,1.65445888028979,2.48094739016636,2.06299432959999,2.13985096321536,2.34577277762006,2.42544343188089,1.95687319705898,2.2018991308383,2.29410907890302,2.37027096883978,2.39356375695497,2.25251496576546,1.99115172180868,2.39438869139786,2.42682895150397,NA,0.694686424309754,2.1844577843481,2.40778200510041,2.13393230576877,1.86808467820509,2.72427284011779,2.16996120317929,2.18603119250184,2.21070871121219,2.30231190898967,1.95597699635434,2.2984257066247,2.56393092233962
mediansX.Sm147.Di_clust,0.123204332188109,0.0116697285298449,0.00437049070408293,0.0979344756582545,-0.0530442956912769,-0.0359947924309148,0.0193483633435917,0.161024014508269,0.0609791320504172,0.0873770378024513,NA,-0.0314594974889707,0.209713637118128,-0.0758267179455557,-0.0918264875950403,-0.0167691209450687,0.118224256784803,0.0480204928203575,-0.104362210193404,-0.0524223233996019,0.0295553569083808,-0.0108184596584163,0.174987457256387,0.0334733468623631,0.0897970267091221,0.0190055223566934,-0.00393770101815287,0.00788706932171161,NA,-0.0544996795246491,0.0474926799085727,-0.0105384850385452,-0.0130477898532173,0.0925525601095224,0.0568532627085127,-0.0146109418966697,-0.00846895251460538,-0.0408672048127816,0.0161950646383899,-0.016612181424238,-0.0145328114828581,0.0121302177974077
mediansX.Nd148.Di_clust,1.2072916765097,1.76551614146484,0.745226123072252,1.35025769065148,0.537686728533206,2.10729568713865,1.44310896972067,1.52665724177021,2.14652590572016,1.12413828525397,NA,2.0980931366633,2.29942033610349,1.6106509714385,1.95608410702543,1.78691090010791,0.89119134429111,1.34328921702084,0.812674612497109,1.83312133843607,1.3352531796842,0.651888041733058,2.5077199256767,1.21390651496244,0.520259290421506,1.86737001504537,1.26640527365053,1.26991101665833,NA,2.40676611228096,1.51585477483517,0.429855787068474,1.06396785780749,1.61239086507298,1.17182709748045,0.825004028421405,1.09579873422507,0.827644537689973,0.362131114801792,0.929084347654092,0.404083601027592,0.720110659126596
mediansX.Sm149.Di_clust,1.03386002642723,0.860865618839824,0.480958301396447,0.861748008345765,2.82490869838096,0.410725420279891,0.943259856191363,1.80278762650878,0.954393707132584,0.95654161897116,NA,0.927728706536301,0.0693831628245955,0.760039975536215,1.39448496575322,0.850791347345397,0.512892484048335,0.588953383509294,0.608906244277738,0.839321298015237,0.907448814034012,1.27149624240848,0.792575604295603,0.964844237004777,1.94681629965212,1.07710221057129,1.2295304046779,1.1587075061758,NA,0.587788050428449,0.984673164421268,0.695900754174142,0.767910412739381,1.06476402737992,0.739427452403458,1.16457333479099,0.934896066131205,1.58232988249232,0.38227462930274,0.798482325491748,0.550248581845138,0.704312096768758
mediansX.Nd150.Di_clust,0.0842010414310007,0.054255976783275,0.0191761080753264,0.0823096099781918,0.160231871128984,0.158962369539181,0.0911331902724827,0.262189489245694,0.310990421978716,0.1151081733154,NA,0.457716207303364,0.402560769514903,0.143009947649275,0.247670051090194,0.0790951278158543,0.137479487614019,0.0503769211920386,0.272326858349655,0.110264489154784,0.107623640731308,0.183324293596491,0.0955881705741307,0.040879015205063,0.381750294965601,-0.0401966736106847,0.0933226332450929,0.0884768523488441,NA,0.984202732822063,-0.0587472046296126,0.117269743509218,0.100118437028388,0.367810461858636,0.081467123243406,0.182583490544781,0.096384773204949,0.316545464874429,0.123124614372758,-0.0107465508346977,-0.0108093198205525,0.00112324622123112
