,BPD19H00_BB078_CD3-CD8+.fcs.density.fcs.cluster.fcs.anno.Rsave,BPD19H00_BB231_CD3-CD8+.fcs.density.fcs.cluster.fcs.anno.Rsave,BPD19H00_BC641_CD3-CD8+.fcs.density.fcs.cluster.fcs.anno.Rsave,BPD19H00_BD620_CD3-CD8+.fcs.density.fcs.cluster.fcs.anno.Rsave,PBD00H00_BB078_CD3-CD8+.fcs.density.fcs.cluster.fcs.anno.Rsave,PBD00H00_BB231_CD3-CD8+.fcs.density.fcs.cluster.fcs.anno.Rsave,PBD00H00_BD620_CD3-CD8+.fcs.density.fcs.cluster.fcs.anno.Rsave,PBD00H03_BB078_CD3-CD8+.fcs.density.fcs.cluster.fcs.anno.Rsave,PBD00H03_BB231_CD3-CD8+.fcs.density.fcs.cluster.fcs.anno.Rsave,PBD00H03_BC641_CD3-CD8+.fcs.density.fcs.cluster.fcs.anno.Rsave,PBD00H06_BB078_CD3-CD8+.fcs.density.fcs.cluster.fcs.anno.Rsave,PBD00H06_BB231_CD3-CD8+.fcs.density.fcs.cluster.fcs.anno.Rsave,PBD00H06_BC641_CD3-CD8+.fcs.density.fcs.cluster.fcs.anno.Rsave,PBD00H06_BD620_CD3-CD8+.fcs.density.fcs.cluster.fcs.anno.Rsave,PBD01H00_BB078_CD3-CD8+.fcs.density.fcs.cluster.fcs.anno.Rsave,PBD01H00_BB231_CD3-CD8+.fcs.density.fcs.cluster.fcs.anno.Rsave,PBD01H00_BC641_CD3-CD8+.fcs.density.fcs.cluster.fcs.anno.Rsave,PBD01H00_BD620_CD3-CD8+.fcs.density.fcs.cluster.fcs.anno.Rsave,PBD03H00_BB078_CD3-CD8+.fcs.density.fcs.cluster.fcs.anno.Rsave,PBD03H00_BB231_CD3-CD8+.fcs.density.fcs.cluster.fcs.anno.Rsave,PBD03H00_BD620_CD3-CD8+.fcs.density.fcs.cluster.fcs.anno.Rsave,PPD00H00_BB078_CD3-CD8+.fcs.density.fcs.cluster.fcs.anno.Rsave,PPD00H00_BB231_CD3-CD8+.fcs.density.fcs.cluster.fcs.anno.Rsave,PPD00H00_BD620_CD3-CD8+.fcs.density.fcs.cluster.fcs.anno.Rsave,PPD00H03_BB078_CD3-CD8+.fcs.density.fcs.cluster.fcs.anno.Rsave,PPD00H03_BB231_CD3-CD8+.fcs.density.fcs.cluster.fcs.anno.Rsave,PPD00H03_BC641_CD3-CD8+.fcs.density.fcs.cluster.fcs.anno.Rsave,PPD00H03_BD620_CD3-CD8+.fcs.density.fcs.cluster.fcs.anno.Rsave,PPD00H06_BB078_CD3-CD8+.fcs.density.fcs.cluster.fcs.anno.Rsave,PPD00H06_BB231_CD3-CD8+.fcs.density.fcs.cluster.fcs.anno.Rsave,PPD00H06_BC641_CD3-CD8+.fcs.density.fcs.cluster.fcs.anno.Rsave,PPD01H00_BB078_CD3-CD8+.fcs.density.fcs.cluster.fcs.anno.Rsave,PPD01H00_BB231_CD3-CD8+.fcs.density.fcs.cluster.fcs.anno.Rsave,PPD01H00_BC641_CD3-CD8+.fcs.density.fcs.cluster.fcs.anno.Rsave,PPD01H00_BD620_CD3-CD8+.fcs.density.fcs.cluster.fcs.anno.Rsave,PPD03H00_BB078_CD3-CD8+.fcs.density.fcs.cluster.fcs.anno.Rsave,PPD03H00_BB231_CD3-CD8+.fcs.density.fcs.cluster.fcs.anno.Rsave,PPD03H00_BC641_CD3-CD8+.fcs.density.fcs.cluster.fcs.anno.Rsave,PPD14H00_BB078_CD3-CD8+.fcs.density.fcs.cluster.fcs.anno.Rsave,PPD14H00_BB231_CD3-CD8+.fcs.density.fcs.cluster.fcs.anno.Rsave,PPD14H00_BC641_CD3-CD8+.fcs.density.fcs.cluster.fcs.anno.Rsave,PPD14H00_BD620_CD3-CD8+.fcs.density.fcs.cluster.fcs.anno.Rsave
count,11,345,10,121,20,219,82,18,541,46,14,133,97,157,26,92,14,12,17,414,77,4,32,33,1,12,5,11,0,44,9,0,3,0,2,1,20,0,3,26,3,6
mediansTime,12.4853515097315,12.3488873149123,12.0618521412218,12.5990089280009,12.5026583635231,12.358663251951,12.5089391955191,12.5221997660742,12.4314345345289,12.4591239687236,12.3353209898329,12.4640241109977,11.7386736214175,12.4924628839376,11.8832731804144,11.8232404272436,12.5127411747794,12.5030007502113,12.4980166231622,12.1712241312333,12.5465354805527,12.0585797752727,11.8473268435938,12.3883525348067,12.9466528793304,12.1259409103915,11.5387062658518,12.5471969018644,NA,12.310295348997,12.1541538924539,NA,10.819202118859,NA,10.9222859567194,12.7285880764906,11.8083770330687,NA,12.8524017660513,12.1381865186553,12.622126824359,12.6430243943281
mediansCell_length,2.0947125472611,2.23081417900093,2.06987037606437,2.38801132228465,2.118412227749,1.9378792776645,2.14211190823691,2.0947125472611,1.87986358439691,2.18742176068697,2.16476683446194,1.99283576493974,1.9378792776645,2.0947125472611,2.0947125472611,1.81844645923207,1.9378792776645,2.118412227749,2.23081417900093,1.87986358439691,2.0947125472611,2.14106715397404,2.04502820486763,2.35092571975091,2.04502820486763,1.90887143103071,2.14211190823691,2.0947125472611,NA,1.96535752130212,1.99283576493974,NA,2.04502820486763,NA,2.16476683446194,1.75322890111027,1.9378792776645,NA,2.31243834127275,1.9378792776645,2.04502820486763,2.31168352356875
mediansX.Rh103.Di,-0.121850763224154,-0.0979790782268424,-0.123698598250749,-0.104627266070633,-0.0775717700869824,-0.0978982607685847,-0.103930387639366,-0.0975104742939691,-0.107020544687143,-0.0937944278350483,-0.118745830536411,-0.0909156470538635,-0.0945930435893429,-0.107984059813933,-0.116596855026722,-0.0892941762135509,-0.0721041224519799,-0.129648239340465,-0.0793888903847783,-0.0974334371068126,-0.111781054130389,-0.12125344987148,-0.148658001468919,-0.0792700017400361,-0.142523076363977,-0.129708017656766,-0.017480922510027,-0.0721877017646098,NA,-0.104223160097962,-0.105090859114386,NA,-0.0885958868590133,NA,-0.113059187490495,-0.0783925775137209,-0.0881287926828512,NA,-0.079071758425475,-0.0930938918197931,-0.066854018220444,-0.13245906908269
mediansX.Xe131.Di,-0.108575562438709,-0.0906616522453606,-0.0446629902598954,-0.0752337723846617,-0.0649485705323806,-0.0893562555607986,-0.0812716475466237,-0.0709711798275857,-0.0927661489322841,-0.0869347429440594,-0.0172212689359422,-0.090834295032543,-0.0791399947854716,-0.089636810867978,-0.0799301104346908,-0.0787413130117165,-0.113847917196846,-0.0646156365194589,-0.0561094093614983,-0.0961805420847599,-0.0906029682799467,-0.0922920125435101,-0.12766079279717,-0.0562407435757613,0.468706306643792,-0.109029618769869,-0.0671253613020193,-0.104498770133286,NA,-0.0950639668826996,-0.0474078317464799,NA,-0.136067313091034,NA,-0.113487231413389,-0.0366380137938119,-0.101648574894555,NA,-0.104782447695765,-0.0534826713507012,0.0288234316540116,-0.0391485393692827
mediansX.Cs133.Di,-0.103060276536475,-0.087412979148567,-0.147731946670623,-0.103918584503803,-0.0782233698272593,-0.0924285600773692,-0.110955749933994,-0.0773377843942515,-0.0977967694156542,-0.113869142146912,-0.0899932532037785,-0.0820587709962202,-0.0977249614078175,-0.10212221236289,-0.0846741880217994,-0.0848885035461144,-0.148432740310886,-0.0678313923361822,-0.0724283341434345,-0.100688266970041,-0.0989176445215509,-0.0921630720775055,-0.0946123089748612,-0.0719325176169986,-0.17237201075178,-0.119949207932354,-0.0470502957470633,-0.102220179375443,NA,-0.0821876377514301,-0.120996934519617,NA,-0.121818991626367,NA,-0.179937477326441,0.0483873324743043,-0.0832935752814136,NA,-0.0781005687018502,-0.0946773204585419,-0.0922153100360531,-0.119138298174378
mediansX.La139.Di,-0.0138416355605268,-0.0372705920713788,-0.135544196459092,-0.0320018710652003,0.202068666806147,-0.0268138373501976,-0.0496679858184317,0.0831255156148336,0.0240834468338751,-0.0717365219829534,0.0881378367460324,0.0399894904941423,-0.0289980062610463,-0.0510757611303472,0.0959465443105908,0.00451344189316602,0.112483579842048,-0.0477882609465309,0.245477358209632,-0.0357246663180865,-0.015450680926299,0.163485895525087,0.042553505295881,-0.0576875452881934,0.0329673502080026,-0.0786046752914677,-0.167951101892154,-0.0603928843332185,NA,-0.0517112413406908,-0.121794828563933,NA,0.123716966070722,NA,0.0739886329593452,-0.187554013274029,-0.0142138422979317,NA,-0.0459757108097489,-0.00437449923093247,-0.106934811650093,0.105994417603896
mediansX.Ce140.Di,0.035692944650126,-0.0727839929826053,-0.092497276383711,-0.0871846698249143,-0.0634122326814948,-0.0808512967477294,-0.084023691161109,-0.0802483688781548,-0.0882629741940758,-0.0713304383978578,-0.109863545871494,-0.0815778640706572,-0.0603158545385269,-0.082840105564164,-0.0559340349745194,-0.0877908063212557,-0.0901575784827535,-0.0625178662415502,-0.0246802308089822,-0.0871493362835791,-0.0884001077046197,-0.00892960003951618,-0.0944682573913342,-0.0734773368823467,-0.179409803331949,-0.0909729890791197,-0.0985499727282513,-0.0945020824939586,NA,-0.0726384708461565,-0.152001266313509,NA,-0.088762844171419,NA,-0.104944922910704,0.191222469941495,-0.0556291654055162,NA,-0.0794501732441276,-0.0267177988789937,-0.151733716744949,-0.0735690295693856
mediansX.Pr141.Di_clust,0.431533924811429,0.546744746283182,0.165122332885953,1.56892582279669,0.735499794428161,0.989991817824782,1.34038653852296,0.699888538402023,0.516004655131506,1.5172879953405,0.785869423275369,1.0521806763765,1.079316389769,1.23675331002538,0.974539535210368,0.330940213518003,0.356660153454165,0.496134894202931,0.769955686607721,0.498203110721735,0.948973013933432,0.658075727044298,0.67956666065,0.961834335781678,1.3904816138316,0.225648469350158,0.667561343816213,0.481588645271591,NA,0.590729897763298,1.0811403166273,NA,-0.0323791756161918,NA,0.17098078754266,0.120112506287017,0.111301433523418,NA,0.129233699929834,0.126255464669424,0.104179253826489,0.963613430752171
mediansX.Nd142.Di_clust,0.246722649385179,0.0171071857546795,-0.0648930254561128,0.589178966742764,0.0784201001351019,0.0100893454648664,0.182690688792238,0.0524716292864392,-0.0060000316655382,0.224115646566453,0.122117050537921,0.0545728605412095,0.0173354928221028,0.0590251436228718,-0.00361920562224078,-0.01586501961704,0.0344812281365593,0.0032488787961292,0.0860513455414856,0.0420245899839571,0.164849755634162,0.0137843917502785,-0.00488386473661463,0.409593781011431,0.180946927194974,-0.0703901491828917,0.0891331206854218,0.327920863831554,NA,-0.0279389422735068,-0.0060609621507789,NA,0.0148843857199498,NA,-0.05492120144475,-0.0313525539367894,0.011591001522942,NA,0.479369627601272,0.0711397719682721,0.239860551347878,0.34704733652055
mediansX.Nd143.Di_clust,-0.00992015944276484,0.0269867742765698,0.0455746382758418,0.181195845210618,0.28743714999575,0.0384471758795059,0.0715422887779749,0.025055203181243,0.00836775298044656,0.153975412879358,0.0327619838150165,0.0329667098061052,0.0551308383091683,0.0752062652102601,0.193358292040612,0.0212569821339929,0.142999692512029,-0.0468534350291697,0.191033153075244,0.0392048050873226,0.0920394601815803,0.0210995787654684,0.00234398995416793,0.208838095085822,0.133791364818238,0.102447283471853,0.0712538943660891,0.142623265051529,NA,0.141434339320548,0.00369300524387424,NA,-0.0703186157906091,NA,0.109095256532184,-0.0457330531946352,0.0839953233339229,NA,0.0474118594733035,0.00981931144230734,-0.0980294939033229,0.423888697711748
mediansX.Nd144.Di_clust,2.45739234057718,2.26811172156141,2.57505405035999,2.73149307952256,2.78173595551753,2.283642659055,3.09539347882534,2.84859054616576,2.2748422078767,2.74178290642549,2.94198400429959,2.63919670942542,2.88995908501619,3.07007465242104,2.62387098545879,2.26279315052488,2.48462622397581,2.64826793271104,2.58820546076414,2.3594247234656,2.59568543599521,2.95698273894654,2.77729254371786,2.41853567655962,2.01917674989881,2.74473643809299,2.93157471988559,3.04218225395353,NA,2.59494024476843,2.83443800080929,NA,1.42965023139971,NA,1.97554027754207,3.13485408127868,2.09076343261052,NA,0.628799054196026,2.22009844194001,0.750025199528287,2.71942897304786
mediansX.Nd145.Di_clust,2.29444089177881,1.83435463067922,2.21614736745014,1.92384245493541,1.92486095578989,1.73814745708614,2.04763561969898,2.19520356915235,1.552027906828,2.17838462503727,1.44295277426115,1.23908962269234,1.57754315756968,1.46090526113401,1.90783629642113,1.69956167034239,2.49978001659373,2.13947188218735,2.20015249791207,1.72666730628055,1.93226129138735,2.20504554448318,1.85015849054311,1.68394921835335,1.43578683560242,1.39161596666526,2.18491601280679,1.56807189911322,NA,1.26065314341803,2.09275657782447,NA,1.55140945883326,NA,2.30127226027548,2.05370158059367,1.69816441537194,NA,1.70065719650657,1.95609387857225,2.71533184107708,1.89130637837297
mediansX.Nd146.Di_clust,2.16024313263339,2.09902770125282,1.80890266536657,2.59257703338011,2.18110860264207,1.76748700794968,2.28709605211454,1.9232734271379,1.67641619192176,1.98741988551386,1.59151578230009,1.42852753495526,1.57369297507029,1.90284943910149,1.91251862387541,1.73759091696472,1.90833815852411,2.13570037933056,2.11136456052373,1.85073489001166,2.34407075679644,2.9288378105164,2.07015401544169,2.44005916523375,2.49099400214323,1.38905482212829,2.52280187669131,2.32462132900502,NA,1.64751942717958,2.41977493361916,NA,2.0796223776941,NA,2.86681456328811,2.53599603541276,1.92500446879292,NA,1.94937348562201,1.94421179274767,1.78461354434065,2.45515945931154
